RegionID,RegionName,StateName,SizeRank,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,seasAdj
72476,33174,Florida,3287,6,4,2,2,3,1,4,5,3,7,1,3,4,6,4,4,5,5,4,4,9,3,3,6,11,7,7,4,7,6,5,2,7,7,0,6,13,5,7,10,11,9,10,5,16,6,8,5,10,10,8,13,7,10,6,9,5,8,10,7,8,15,13,4,13,9,13,11,10,5,11,5,16,9,6,16,16,8,12,11,13,16,7,10,12,15,12,16,12,23,7,10,10,15,13,4,12,9,14,11,13,15,13,3,12,17,13,6,13,10,11,10,13,13,6,14,8,22,12,5,6,15,9,19,6,9,,0
61171,08755,New Jersey,3288,3,6,4,2,6,5,7,2,3,3,2,4,2,1,3,5,8,7,4,3,6,10,6,2,1,2,4,10,6,8,5,3,2,5,8,4,5,5,5,4,7,3,5,9,4,2,5,1,4,3,2,9,7,6,5,5,3,5,4,2,4,10,3,6,6,13,19,3,3,9,7,5,4,5,7,8,13,8,6,10,9,8,5,7,3,4,8,11,16,16,13,12,12,9,11,3,5,5,12,15,12,21,14,11,11,13,9,14,7,12,12,20,29,24,30,32,25,17,19,12,18,15,19,18,26,26,,0
92514,78570,Texas,3289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
92005,77530,Texas,3290,0,4,2,3,5,5,1,2,3,1,0,1,1,1,0,2,1,2,0,2,1,1,1,2,1,1,2,3,1,2,2,2,1,0,1,0,1,1,0,1,0,1,1,0,0,0,1,1,0,2,0,0,1,1,2,2,0,0,0,1,1,1,1,1,2,1,1,1,1,4,0,0,1,5,5,5,3,2,3,6,1,3,3,2,1,1,0,2,3,3,4,2,4,4,1,2,1,3,2,6,5,7,0,5,2,5,1,2,3,0,6,7,5,2,0,1,4,4,1,2,1,0,8,2,0,6,,0
73166,34677,Florida,3291,5,4,2,6,12,7,3,10,3,7,5,6,6,8,6,10,11,7,4,9,14,9,9,5,11,11,17,10,4,8,7,4,5,10,5,2,7,7,7,7,4,9,11,8,9,4,5,4,10,11,14,11,8,12,5,6,11,7,9,14,9,24,15,16,12,8,12,7,14,23,9,13,13,15,16,11,15,19,13,10,13,17,13,16,17,15,12,25,16,17,22,16,15,19,12,15,20,24,20,27,14,18,19,16,25,15,15,15,20,20,28,21,30,17,21,13,15,24,19,12,26,21,10,20,20,20,,0
78966,48093,Michigan,3292,7,4,12,8,11,12,19,15,6,10,5,4,5,8,11,12,14,10,14,17,18,24,22,17,17,18,17,24,20,20,17,19,21,14,10,13,26,24,13,13,19,21,15,13,24,18,16,14,21,9,10,20,24,13,35,22,29,9,22,26,17,13,20,30,38,24,37,34,21,32,43,13,23,29,32,26,33,31,34,35,28,20,38,17,25,30,31,28,25,29,41,52,36,33,33,30,31,27,37,47,38,45,25,41,41,35,34,24,40,33,29,42,36,58,43,22,38,32,32,19,23,30,43,40,41,50,,0
60293,06410,Connecticut,3293,6,3,15,8,9,16,2,6,2,6,7,3,1,5,3,6,13,9,14,10,9,3,6,7,5,10,10,14,8,7,5,7,4,11,4,7,3,5,5,6,12,4,8,2,0,4,3,1,1,4,10,7,13,8,2,7,6,8,7,5,4,12,4,12,7,11,9,13,6,7,2,3,5,11,8,11,10,5,8,7,6,9,4,11,7,9,9,8,18,7,12,9,8,7,7,4,4,1,12,17,5,11,9,11,9,6,5,6,9,7,9,14,10,13,11,9,15,10,6,7,7,7,11,16,4,21,,0
63474,14217,New York,3294,6,8,9,16,16,14,17,14,10,4,2,6,6,11,11,13,30,19,19,13,10,4,10,6,5,9,10,35,5,5,9,6,11,3,7,6,5,8,5,12,11,11,10,9,4,5,3,3,7,10,10,11,18,2,14,0,3,2,2,6,11,18,10,23,4,18,13,16,9,10,6,1,7,14,18,16,26,22,15,6,6,13,9,7,7,17,15,19,29,17,15,11,12,14,13,9,9,9,12,17,15,22,25,17,19,16,10,7,9,14,19,20,12,20,17,26,10,17,11,6,10,16,16,19,17,19,5,0
69661,28012,North Carolina,3295,7,17,7,12,5,11,7,6,5,5,1,9,5,5,7,10,6,11,5,5,12,9,3,4,5,6,10,7,7,6,4,7,7,1,1,10,3,10,5,5,6,9,7,5,4,6,2,1,4,5,7,11,2,7,10,5,5,6,7,4,9,8,15,13,13,12,7,7,10,5,8,12,5,10,12,16,8,9,10,19,13,11,7,6,11,9,14,20,21,14,5,10,4,7,7,6,6,14,15,18,15,21,16,10,11,10,15,14,15,8,23,25,18,28,23,14,14,10,15,12,16,25,20,19,16,20,7,0
91312,76209,Texas,3296,6,6,9,6,7,10,8,2,2,4,2,2,3,2,5,8,9,11,8,8,8,7,3,1,4,4,8,9,7,3,9,4,2,5,5,3,4,0,7,3,8,4,0,0,5,4,5,6,4,3,8,12,13,6,7,4,7,2,7,1,6,12,7,12,10,9,13,12,1,11,6,9,9,11,16,15,10,8,13,11,9,6,7,10,10,11,10,13,20,20,8,11,11,10,3,8,17,11,12,15,13,20,17,19,8,7,6,14,13,18,21,17,22,17,19,14,14,21,8,10,16,12,19,16,26,22,10,0
96040,90059,California,3297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,2,0,1,2,0,0,1,1,0,0,0,1,2,0,1,,,,,0
70274,29045,South Carolina,3298,9,11,9,8,12,3,3,8,9,7,7,2,15,12,4,16,10,9,15,14,6,7,7,3,4,8,12,6,6,7,9,2,8,6,7,6,6,5,12,9,12,13,8,5,6,4,1,5,7,5,7,4,9,8,2,3,3,4,6,3,3,1,13,6,12,12,5,4,8,5,7,3,8,11,4,7,10,4,3,5,1,2,8,7,13,23,7,6,11,18,13,17,13,12,12,14,20,21,21,32,16,18,14,30,17,20,13,14,19,22,18,21,15,23,19,22,15,20,9,14,20,33,24,24,18,34,,0
76583,43215,Ohio,3299,1,11,6,7,1,5,7,3,3,3,4,1,1,2,3,4,3,2,5,4,1,1,3,1,3,4,5,5,1,4,6,1,0,4,5,7,6,4,3,4,3,3,6,3,1,2,4,2,4,9,4,4,6,4,4,4,1,3,3,1,4,8,4,7,5,8,11,4,3,4,1,3,3,3,9,21,12,9,3,6,7,6,8,5,7,6,6,10,11,18,7,8,5,6,4,9,4,4,14,18,12,7,8,5,6,7,5,4,7,12,12,12,11,20,11,11,4,7,5,10,7,9,16,6,7,14,6,0
77532,45241,Ohio,3300,2,5,2,8,5,5,7,8,7,4,4,0,5,2,9,10,9,5,6,12,7,10,2,2,8,7,10,7,6,5,3,1,3,2,3,3,3,3,7,7,6,3,9,10,3,5,5,4,7,5,3,6,7,4,3,2,4,3,6,4,11,9,8,11,5,6,6,14,6,6,6,3,5,5,6,12,10,5,10,9,5,8,6,7,10,7,10,13,13,10,9,9,10,5,5,3,4,7,12,13,10,13,15,14,12,8,5,5,7,15,18,8,11,17,9,9,6,9,11,13,16,10,7,12,13,17,,0
62106,11420,New York,3301,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,8,5,6,5,6,2,9,4,10,9,4,12,7,12,11,8,5,1,8,7,10,8,9,9,6,7,7,5,4,8,8,12,7,3,6,6,3,13,21,8,8,14,12,6,15,6,8,11,8,12,11,10,3,8,10,8,12,5,7,11,11,15,11,9,8,12,15,12,13,11,9,9,20,21,13,11,17,11,9,14,12,9,22,14,18,11,11,24,14,13,17,17,16,14,11,8,11,15,5,0
70461,29418,South Carolina,3302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,11,12,8,12,13,12,8,6,5,14,6,3,10,14,16,18,12,16,,0
90784,75232,Texas,3303,1,2,5,4,2,5,1,2,2,2,1,3,2,2,1,0,3,1,1,0,2,0,1,1,0,1,3,4,0,2,0,0,5,1,0,1,1,1,0,1,2,2,0,0,0,1,2,2,1,1,1,3,1,1,1,1,0,0,1,1,2,0,1,3,1,1,4,3,3,3,1,1,2,2,7,2,3,1,3,1,3,4,3,3,3,2,0,5,5,4,1,2,0,6,2,3,3,5,3,7,6,1,6,3,2,7,4,4,4,5,7,5,7,5,0,8,5,5,3,3,6,4,3,3,6,6,,0
96374,91351,California,3304,1,2,2,2,8,5,2,3,3,2,7,3,6,6,6,10,9,9,5,10,5,14,5,10,1,7,11,9,11,3,10,5,7,3,4,5,5,8,3,9,6,3,5,10,7,4,8,4,8,5,9,8,4,8,8,8,9,5,6,5,4,13,5,16,12,20,18,10,7,9,8,9,9,10,10,4,9,9,8,4,5,5,5,7,7,11,10,15,6,5,13,11,6,7,5,4,10,10,10,14,22,14,13,8,3,14,4,9,3,12,16,16,11,15,14,7,7,4,4,2,8,5,5,9,12,3,5,0
73212,34769,Florida,3305,3,3,2,6,2,3,3,3,2,1,2,1,4,3,6,5,6,7,9,5,4,10,2,5,7,7,5,5,7,6,3,7,6,8,5,5,6,3,5,4,8,6,6,9,3,7,1,4,7,3,9,9,7,9,10,5,12,4,4,11,12,7,7,12,15,18,7,11,9,12,11,10,13,20,17,13,16,13,18,13,12,18,8,15,19,24,22,24,20,28,22,22,23,29,17,16,16,24,31,29,20,20,34,21,18,15,13,10,19,26,22,22,29,24,13,23,25,22,18,8,23,37,34,28,20,24,,0
60526,07010,New Jersey,3306,3,8,5,8,8,9,4,4,4,7,5,4,2,5,0,7,8,5,7,7,8,14,6,8,8,7,6,13,9,9,6,7,6,7,9,6,11,5,4,4,7,1,4,0,3,6,7,7,7,8,10,11,13,12,10,6,9,5,14,8,10,14,20,6,11,12,12,9,9,14,13,10,7,7,6,8,13,14,15,14,9,7,16,9,12,8,7,7,12,9,18,13,12,17,16,15,9,9,16,14,14,11,11,18,9,14,22,8,15,9,11,12,7,15,26,20,12,12,15,14,4,12,20,20,22,16,,0
94641,84663,Utah,3307,5,5,9,6,7,7,3,7,6,5,4,3,4,1,6,9,8,5,9,8,5,4,2,4,4,6,8,6,5,6,4,2,4,2,4,1,6,7,4,6,5,7,9,7,4,7,3,1,4,4,12,7,3,6,12,9,3,8,6,4,12,11,11,8,12,15,10,10,15,8,8,8,6,5,8,10,13,11,12,12,10,13,2,7,6,16,8,22,9,17,14,16,10,7,7,9,20,17,19,20,13,12,26,12,11,14,8,6,10,10,25,18,14,28,18,9,8,15,14,8,16,12,20,19,17,,,0
58885,02745,Massachusetts,3308,5,1,5,5,7,9,4,5,2,1,4,2,5,2,5,8,6,6,8,7,11,3,1,1,8,5,5,6,5,3,2,4,6,4,2,1,3,2,3,5,6,8,3,3,5,2,5,1,3,2,0,1,3,8,6,7,7,7,0,3,0,7,11,7,8,7,2,2,10,8,3,6,9,9,3,9,14,4,9,8,3,7,3,4,7,8,7,11,8,14,6,9,14,14,8,4,6,10,14,13,7,17,14,12,7,13,9,5,10,12,16,17,13,14,12,19,6,13,5,3,11,6,8,13,13,16,,0
91281,76140,Texas,3309,7,6,3,6,5,2,4,4,4,3,3,1,3,1,1,1,2,3,4,2,1,2,2,3,2,7,2,3,3,3,2,2,3,4,0,3,2,2,4,1,2,1,1,1,1,3,1,1,2,3,1,4,4,4,2,1,3,1,2,3,6,4,2,0,2,6,7,3,0,1,2,4,5,5,2,5,3,6,2,4,7,7,5,2,5,7,8,16,8,6,9,8,5,9,5,4,9,8,6,10,6,13,7,7,8,6,7,7,6,7,8,13,9,8,7,2,9,5,4,5,9,8,5,13,6,8,,0
60466,06830,Connecticut,3310,6,1,2,3,1,2,1,3,2,0,1,0,0,1,1,1,0,4,1,2,3,2,1,2,1,0,1,6,2,2,2,0,1,2,1,1,3,0,3,3,3,2,3,1,2,1,0,2,3,1,0,6,3,2,1,2,3,3,1,3,2,4,2,2,3,2,1,2,3,2,0,0,1,3,1,1,1,3,3,1,2,4,3,5,3,3,2,2,1,2,2,4,2,3,0,1,0,0,3,3,2,1,0,2,3,1,1,0,2,1,2,0,2,3,2,0,1,0,4,3,1,1,1,1,3,5,,0
84314,60051,Illinois,3311,5,1,9,10,9,8,5,4,6,4,3,0,3,2,4,4,10,8,2,6,6,8,3,3,6,6,5,10,4,4,4,2,6,4,2,2,0,0,2,9,5,13,6,9,4,10,6,9,8,7,5,8,1,7,4,6,7,12,12,6,7,7,17,23,13,19,10,20,4,7,12,6,9,11,13,13,15,14,19,10,11,13,5,11,12,17,17,21,18,18,35,17,12,19,9,3,9,19,11,31,22,21,20,18,20,16,10,11,17,23,26,28,16,20,20,17,21,13,9,7,15,10,20,25,22,27,22,0
99727,98338,Washington,3312,3,3,6,3,4,5,3,3,5,4,5,2,10,2,8,5,13,5,5,9,2,8,3,6,5,3,7,13,4,3,3,4,3,5,5,1,3,3,9,4,8,9,7,7,10,8,6,5,8,2,8,14,10,5,8,10,10,5,4,3,9,5,14,9,19,6,12,9,3,2,6,9,9,9,10,14,9,16,11,8,4,14,5,7,14,10,10,21,24,14,6,15,7,13,4,9,14,8,15,19,15,23,14,15,9,13,2,6,11,10,17,22,12,27,11,7,18,5,9,8,9,15,18,16,23,12,10,0
78119,46375,Indiana,3313,4,8,5,8,7,8,5,8,8,8,3,3,7,5,4,7,12,7,6,6,6,14,6,2,7,3,7,15,12,2,10,9,4,7,7,7,7,10,8,8,6,5,5,5,12,5,5,3,6,5,2,10,6,9,13,8,6,4,9,10,4,4,11,14,26,15,12,8,11,12,6,7,8,7,15,17,15,12,13,17,9,13,8,11,10,13,10,20,22,25,17,22,11,14,10,12,14,16,22,16,21,13,19,13,18,18,10,6,6,9,16,12,17,15,17,19,10,14,15,5,5,11,8,8,14,18,15,0
96745,92236,California,3314,,,,,,,,,,,,,,,,,,,23,10,13,13,7,8,15,21,14,14,7,13,7,10,7,4,11,9,8,6,8,6,5,10,7,8,9,5,6,6,10,8,12,9,4,8,10,9,3,2,3,4,3,5,3,6,3,5,5,3,7,5,3,4,3,2,7,5,8,0,6,5,2,3,5,2,3,4,5,6,6,6,7,9,6,7,5,5,9,6,9,4,4,5,6,3,8,5,4,1,4,3,4,4,4,2,1,5,4,0,0,2,5,3,,,,,,0
81244,53144,Wisconsin,3315,4,5,6,5,9,10,5,9,5,3,3,3,3,3,4,2,8,10,8,5,1,8,4,1,4,8,7,8,11,7,3,9,5,2,6,2,5,9,8,6,6,8,6,5,5,1,5,2,5,5,9,7,10,8,6,7,1,6,4,6,11,10,8,19,14,8,8,13,8,4,5,4,9,10,10,17,18,11,14,12,6,12,2,6,10,13,5,16,8,15,7,11,3,13,6,5,8,9,18,21,12,14,5,4,11,5,3,5,13,12,16,18,17,23,16,12,8,12,8,1,5,15,13,16,15,15,,0
74674,38138,Tennessee,3316,8,3,7,4,4,6,5,4,1,2,3,3,4,4,4,1,7,5,4,6,4,4,2,0,1,3,6,3,3,2,4,2,0,3,2,3,5,3,6,6,4,8,2,7,7,7,9,4,3,2,3,6,7,5,3,4,2,1,2,3,2,4,3,5,5,5,4,5,4,4,4,9,3,4,4,9,6,8,5,4,6,4,6,2,7,6,6,9,11,10,4,6,6,3,2,8,5,6,4,6,10,11,7,10,10,5,4,2,7,2,2,6,5,8,7,4,5,2,1,7,2,7,8,8,8,6,6,0
98950,96819,Hawaii,3317,1,5,3,6,6,3,3,1,4,1,2,1,2,0,2,3,4,2,4,5,4,3,2,4,2,5,6,6,7,1,4,3,1,5,4,3,1,1,6,5,1,4,5,9,3,3,1,1,5,1,4,1,5,4,3,5,5,2,7,1,3,1,2,3,3,5,5,3,3,0,2,1,4,4,4,4,5,7,10,9,2,6,3,2,4,5,5,1,1,6,7,3,6,5,1,5,3,4,3,8,6,6,6,2,8,8,5,5,3,2,4,8,6,10,5,4,7,5,10,3,1,,,,,,,0
71749,32043,Florida,3318,13,8,13,6,3,3,4,7,2,7,9,2,8,2,5,8,10,16,10,9,12,14,7,13,14,14,6,11,8,10,6,7,6,2,8,4,8,6,12,8,3,8,13,6,5,16,4,6,10,5,3,13,10,8,12,15,8,8,8,7,18,9,13,13,11,9,11,11,9,8,13,8,14,20,10,15,20,15,13,9,14,18,11,16,19,18,19,24,18,13,29,24,14,20,9,13,15,17,19,18,18,17,29,14,10,23,11,12,17,18,23,18,31,22,17,18,17,37,24,14,22,20,35,18,27,24,9,0
62160,11570,New York,3319,5,3,3,4,7,7,4,3,6,3,1,2,5,5,2,6,4,5,4,4,2,4,3,2,0,4,2,3,7,0,2,3,4,3,2,8,2,3,0,0,0,4,3,7,1,2,3,0,2,0,3,1,2,3,2,2,5,4,0,3,2,7,2,0,3,1,3,2,3,7,0,1,3,0,6,6,5,1,4,4,3,4,3,5,5,2,2,6,3,5,5,5,5,5,4,5,4,7,3,11,8,6,8,4,5,5,4,4,4,6,7,8,3,8,9,7,6,5,7,7,6,5,11,6,8,7,,0
74925,38637,Mississippi,3320,18,14,18,14,19,10,16,22,15,11,9,10,11,12,10,17,21,19,14,13,14,12,8,11,10,16,22,7,7,6,11,8,6,9,6,4,6,9,13,5,7,6,2,1,10,6,10,6,9,8,10,9,9,9,11,8,8,12,8,7,9,6,8,14,9,7,11,9,9,15,7,8,9,17,18,7,16,10,9,6,6,7,5,4,6,8,16,15,12,8,7,6,3,6,6,5,9,5,18,15,17,8,2,8,7,11,6,10,9,19,8,12,6,24,9,17,10,13,10,13,12,11,10,19,18,14,,0
72547,33328,Florida,3321,6,9,11,15,14,10,7,10,3,8,8,12,7,5,9,15,3,15,14,16,7,11,9,11,6,9,11,10,11,10,7,12,4,6,5,5,5,6,6,12,12,16,11,7,7,12,6,11,12,21,14,16,19,18,8,17,12,10,15,11,11,20,12,21,16,20,14,19,13,16,10,12,15,20,19,27,29,16,16,26,10,15,16,16,21,20,19,19,15,22,9,19,14,30,14,16,10,20,25,18,20,24,17,21,20,29,7,11,22,15,29,14,32,20,16,20,20,28,13,18,18,19,19,22,18,14,26,0
72728,33625,Florida,3322,8,20,5,8,12,9,16,11,2,1,5,5,7,10,6,22,13,14,8,11,6,16,7,6,12,17,9,16,15,4,10,11,6,13,9,15,18,17,11,20,16,20,9,14,9,14,7,8,12,12,6,17,11,24,17,20,10,18,27,17,13,15,21,21,15,20,17,16,19,15,12,12,25,26,17,19,22,27,30,21,14,23,17,13,36,33,25,25,28,30,35,38,24,34,20,11,25,29,26,30,35,24,32,26,21,24,24,25,13,23,29,28,24,28,21,26,26,31,27,20,27,29,35,36,33,35,,0
73268,35020,Alabama,3323,1,3,1,2,2,0,1,0,0,1,0,0,1,0,0,0,1,2,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1,1,1,0,2,5,0,0,1,2,0,0,1,2,3,1,2,1,2,1,4,13,1,2,2,3,3,5,3,5,1,3,2,0,0,3,3,2,1,5,3,1,3,4,0,3,5,2,5,2,1,3,2,1,4,2,3,3,0,2,1,1,3,3,0,4,4,2,2,4,2,2,3,2,1,7,5,5,2,2,4,3,5,4,5,2,8,3,,,,0
91672,77023,Texas,3324,4,6,3,6,3,3,2,2,3,2,0,2,4,0,4,2,1,0,2,1,2,2,0,0,2,2,3,0,0,2,1,0,1,0,1,0,3,1,1,0,1,0,2,1,2,2,0,1,3,1,1,1,0,3,2,2,1,2,3,1,0,3,0,5,4,1,0,2,3,2,3,2,1,4,3,4,7,1,8,4,2,4,1,6,5,5,4,3,4,6,1,3,4,3,4,4,4,3,3,3,2,6,3,5,2,2,2,3,5,11,3,6,6,3,3,3,0,7,4,6,3,3,4,4,8,8,6,0
73332,35124,Alabama,3325,12,22,28,24,21,17,23,18,11,24,10,6,19,15,16,20,17,23,21,19,22,22,8,7,7,17,26,15,7,16,9,10,9,12,8,5,5,6,8,14,12,22,12,9,12,14,16,13,12,21,28,13,30,18,13,24,17,7,11,18,25,20,22,21,22,24,24,26,28,22,19,20,27,22,15,24,25,30,25,22,23,21,21,19,25,28,18,33,29,27,25,20,18,19,21,18,28,25,28,33,31,25,28,14,19,32,22,12,33,26,37,34,41,47,35,35,30,27,28,19,31,37,46,33,32,34,41,0
73034,34210,Florida,3326,7,7,9,2,7,6,2,5,3,5,7,7,10,6,10,8,11,1,9,3,8,10,10,8,8,8,13,9,13,9,6,8,5,8,12,8,18,22,10,14,6,5,11,9,2,9,6,16,14,15,19,17,18,8,10,8,12,13,18,15,16,27,22,14,22,5,14,12,9,14,17,15,22,23,23,17,18,10,14,10,11,14,14,13,21,24,25,23,25,13,6,11,12,17,11,11,15,21,10,20,15,12,12,12,12,11,10,12,15,14,23,14,8,14,10,9,13,7,10,12,14,20,20,14,11,16,6,0
99584,98126,Washington,3327,17,13,22,10,14,16,14,12,5,3,4,10,5,10,13,9,14,14,13,11,11,10,3,9,16,19,12,13,6,8,3,7,4,6,4,3,8,14,11,9,3,9,8,10,11,9,6,8,10,4,12,12,11,10,12,15,14,10,11,13,12,10,16,21,21,18,16,20,21,18,10,18,19,19,13,22,20,33,19,23,22,18,9,10,19,27,21,27,30,15,26,16,14,17,11,16,25,28,25,37,29,23,26,25,23,35,11,12,24,23,32,31,24,35,32,18,23,12,11,7,21,23,31,23,26,21,13,0
95297,87102,New Mexico,3328,1,2,2,1,1,2,2,5,0,2,2,2,3,1,2,3,3,2,4,4,3,4,2,1,7,1,3,0,1,2,2,1,0,2,3,1,2,0,2,2,3,2,1,0,1,0,1,0,1,3,2,1,2,1,0,2,2,3,3,2,0,0,2,1,2,3,1,3,3,0,0,1,1,2,2,1,4,1,3,1,2,2,1,2,3,3,0,3,2,5,3,6,1,1,0,4,3,4,4,1,1,6,2,2,0,3,3,3,2,3,8,5,3,3,3,2,1,2,1,5,5,4,4,5,4,,,0
89383,72116,Arkansas,3329,8,18,18,21,23,13,15,11,12,15,9,2,11,16,12,18,18,20,11,24,19,18,6,12,16,15,25,17,10,7,11,5,9,5,6,6,7,9,10,14,8,9,12,13,10,10,11,5,12,13,14,15,15,9,15,9,9,12,10,7,16,10,27,16,15,18,10,21,17,11,12,13,8,18,25,23,19,20,18,16,16,12,4,20,19,20,14,26,21,20,23,28,13,15,7,15,14,25,27,26,23,17,20,16,18,13,9,9,18,21,13,21,21,21,23,15,25,10,10,12,17,22,28,20,23,18,18,0
96109,90254,California,3330,0,0,0,0,2,1,0,0,0,2,1,0,0,0,0,2,2,1,3,3,2,1,0,2,3,2,1,1,1,2,0,1,1,2,1,0,0,1,2,2,1,2,3,1,1,1,0,2,0,1,4,0,1,2,1,1,0,4,0,0,1,2,1,3,4,4,1,0,4,3,1,1,1,1,3,1,1,2,3,2,1,1,0,1,0,3,0,1,0,1,3,4,1,1,0,3,4,1,3,3,2,0,3,0,2,0,2,2,1,1,0,4,0,0,0,3,2,1,0,2,,,,,,,,0
73041,34219,Florida,3331,6,11,10,12,16,12,11,9,7,12,10,8,18,11,16,18,12,10,11,13,12,11,6,11,16,11,10,12,13,18,8,9,5,17,11,21,20,11,13,14,11,7,9,10,11,8,16,16,7,17,11,16,14,20,12,24,11,23,19,14,13,40,20,32,33,28,22,29,21,10,23,15,18,21,37,32,30,26,37,38,25,38,31,18,39,27,46,64,38,38,30,31,20,46,27,33,36,29,40,53,39,54,33,43,33,38,25,21,46,34,43,50,40,29,36,42,44,53,33,31,47,52,40,41,51,52,30,0
77016,44116,Ohio,3332,3,4,6,5,11,6,8,9,8,5,4,4,2,2,7,4,7,8,4,11,1,4,4,2,4,4,8,11,2,2,8,5,5,5,3,2,3,4,5,4,4,8,7,4,5,3,3,3,5,3,9,12,10,7,4,2,9,4,5,4,1,6,3,7,6,12,4,5,6,3,4,0,5,6,5,5,8,6,6,6,8,4,4,6,12,2,5,6,10,6,10,8,4,6,4,9,4,9,7,11,5,7,8,7,10,10,4,3,4,3,4,4,5,10,10,6,8,3,3,1,10,2,1,5,6,13,,0
60789,07748,New Jersey,3333,7,15,8,12,8,11,14,12,12,15,7,5,13,14,7,11,14,9,7,6,9,10,11,4,9,10,6,8,10,9,10,7,11,14,8,3,7,5,11,9,9,11,6,10,5,5,9,5,2,13,13,12,14,11,12,8,9,13,8,5,12,13,16,12,16,28,19,15,14,11,11,3,8,10,6,16,22,13,11,10,9,11,7,6,5,10,12,27,37,28,22,20,13,10,7,13,8,11,10,11,32,17,15,19,6,13,20,11,6,17,19,20,19,32,28,20,21,28,19,22,11,19,22,24,37,38,,0
93582,80904,Colorado,3334,7,8,8,7,13,6,7,13,3,1,1,3,2,5,4,6,11,10,19,5,8,6,5,6,8,4,12,15,16,7,15,8,11,9,2,8,7,5,8,8,6,7,7,8,3,7,4,7,8,10,3,9,12,11,8,10,10,5,7,9,8,9,10,14,20,14,12,11,7,8,7,4,7,14,8,15,15,18,13,17,9,8,6,4,15,15,22,24,20,21,17,10,9,21,12,7,11,10,11,20,18,10,15,8,13,19,10,13,17,8,16,18,19,25,17,18,12,10,9,14,12,11,13,20,16,16,11,0
75577,40223,Kentucky,3335,12,19,8,18,14,13,15,14,3,9,5,4,4,11,10,16,14,9,18,19,11,11,3,9,5,9,26,20,14,11,7,6,10,7,5,4,6,7,8,12,11,11,10,8,4,7,5,5,7,5,20,0,6,3,5,9,4,5,5,8,7,11,8,11,8,9,15,18,8,12,7,6,6,16,10,15,20,17,11,13,16,7,3,10,8,16,12,16,20,19,18,7,4,4,14,11,11,17,11,19,14,14,14,15,14,15,16,10,22,10,17,20,21,16,17,18,7,12,8,6,12,9,14,17,14,19,,0
81275,53189,Wisconsin,3336,11,7,21,11,8,14,13,11,6,4,6,1,4,6,4,12,5,11,7,15,12,7,6,2,5,10,12,14,5,1,7,6,1,5,6,3,6,7,4,17,6,9,7,7,8,3,5,4,0,7,10,11,10,6,9,3,1,6,6,2,8,8,7,9,12,10,16,8,7,3,4,7,8,11,10,18,21,10,11,4,10,9,3,3,4,16,14,17,18,10,10,13,7,11,2,2,5,14,10,9,17,9,14,12,16,8,5,3,6,10,11,14,17,14,8,15,13,5,8,4,3,6,12,22,12,14,,0
