RegionID,RegionName,StateName,SizeRank,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,seasAdj
61639,10025,New York,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,10,5,7,11,9,6,7,4,9,6,7,7,5,3,3,6,5,13,6,5,3,10,6,4,0
84654,60657,Illinois,2,28,44,44,42,54,43,52,35,20,17,14,7,16,22,16,29,31,33,28,30,24,30,14,9,14,32,33,35,25,18,13,11,11,6,13,6,10,13,18,13,15,16,12,15,10,6,12,9,15,18,14,20,26,21,16,16,19,21,23,20,14,20,22,46,54,43,38,53,20,21,29,21,21,32,24,28,30,40,49,37,15,35,18,18,29,43,45,63,61,66,46,36,36,25,35,23,17,34,55,67,50,121,63,40,28,45,27,37,37,47,81,108,55,84,46,31,27,38,27,27,29,149,56,56,66,55,69,0
61637,10023,New York,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,6,9,3,6,7,7,8,7,7,5,7,9,10,6,6,6,4,11,8,3,9,,,,,0
91982,77494,Texas,4,25,17,21,26,24,14,21,15,14,13,7,12,17,15,20,22,38,19,15,31,25,11,9,14,17,17,22,18,22,19,12,5,15,8,11,13,14,12,14,31,20,16,17,8,14,17,5,6,14,11,13,24,20,27,22,21,15,15,15,13,26,35,32,33,36,29,22,20,23,30,12,18,19,25,28,28,27,31,24,22,24,25,17,16,19,25,18,30,32,39,25,18,23,25,21,23,26,28,40,45,31,59,38,49,44,48,26,52,56,49,68,64,56,32,42,54,37,35,18,34,34,37,45,37,43,42,,0
93144,79936,Texas,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,13,16,20,13,13,12,19,17,24,18,27,26,17,14,20,12,17,14,34,25,23,17,17,18,22,18,11,17,14,18,29,27,26,30,30,21,24,18,21,19,17,25,33,24,36,33,34,20,27,21,22,12,15,27,21,31,42,37,27,23,38,17,24,26,18,42,37,39,45,35,19,26,22,32,25,32,17,46,32,37,36,40,31,33,22,26,20,18,24,39,38,42,42,41,35,41,0
91940,77449,Texas,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,29,30,12,22,21,23,26,28,49,44,66,65,54,42,36,48,35,23,51,48,66,83,78,39,85,72,64,88,47,43,82,89,77,107,116,96,70,81,66,76,70,49,84,95,89,81,89,104,59,68,69,66,47,38,79,57,103,87,87,88,90,84,58,73,39,53,58,59,79,88,87,78,78,0
91733,77084,Texas,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,36,30,44,56,58,52,82,61,58,56,51,53,39,34,56,51,49,61,60,55,42,52,51,50,36,47,63,45,68,71,60,45,43,48,39,39,27,32,47,46,67,63,66,64,75,0
61616,10002,New York,8,6,8,4,6,6,7,10,5,7,5,2,2,2,2,4,3,11,5,3,8,20,7,7,7,11,5,3,10,11,1,9,2,9,7,7,5,6,7,6,10,6,12,5,4,3,10,4,7,7,8,5,8,13,12,11,8,10,7,9,9,14,12,5,6,8,11,11,5,6,8,7,2,7,6,4,7,5,9,6,17,1,4,4,5,4,7,6,5,6,8,3,2,5,2,1,1,4,1,0,2,1,1,3,3,1,2,1,2,5,4,1,2,2,5,2,0,1,1,3,1,1,,,,,,,0
84640,60640,Illinois,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,71,56,47,45,33,57,91,13,28,53,45,52,115,38,44,0
97564,94109,California,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,7,8,15,12,10,7,15,11,7,7,9,10,6,9,14,14,10,,0
61630,10016,New York,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,24,20,17,18,19,16,12,21,14,17,14,21,15,30,22,18,15,13,6,26,16,27,12,19,15,15,15,20,11,9,13,22,20,14,16,15,18,20,13,11,16,10,10,16,9,7,6,18,20,22,17,14,15,13,13,9,13,13,17,11,21,21,17,18,18,9,9,10,11,18,10,23,12,14,0
74101,37013,Tennessee,12,38,49,54,47,61,41,45,45,19,17,19,24,44,28,41,56,57,49,39,61,43,39,26,17,33,35,42,64,32,32,38,26,19,27,18,18,25,23,29,28,28,36,34,16,26,32,31,29,27,30,42,41,38,30,40,49,31,29,26,24,37,47,54,54,48,35,46,49,42,47,29,39,39,48,53,60,60,46,62,76,50,45,41,41,47,38,63,95,92,78,88,69,57,84,46,46,63,76,65,114,70,101,87,74,76,77,49,43,56,58,68,87,88,102,84,73,61,66,48,48,66,66,82,95,82,91,95,0
92593,78660,Texas,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,42,52,66,60,50,46,36,27,38,21,22,38,56,57,49,74,54,48,40,37,34,35,34,59,45,87,85,67,32,75,52,34,45,34,26,43,49,68,59,69,62,61,50,49,45,30,28,50,55,64,52,66,62,40,45,31,42,31,35,43,49,62,79,62,51,33,0
96107,90250,California,14,6,3,11,11,11,7,7,16,8,13,5,1,5,9,5,18,14,14,11,12,9,12,2,7,11,17,18,17,15,13,14,14,7,12,5,14,12,17,9,8,12,15,17,16,13,13,5,3,18,14,14,14,16,13,13,19,12,11,9,15,17,11,17,27,18,26,17,7,13,16,15,8,13,18,24,19,21,24,20,17,11,17,7,7,15,20,29,23,23,21,14,14,20,17,16,17,21,23,19,21,17,18,22,23,23,17,14,14,19,29,21,22,17,23,28,31,14,14,12,22,28,22,26,28,29,25,14,0
84646,60647,Illinois,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,26,44,18,17,6,13,13,12,27,25,37,20,25,0
74242,37211,Tennessee,16,41,33,46,55,41,42,30,37,17,20,14,19,25,26,30,42,36,25,29,34,51,20,13,17,31,37,31,37,20,26,19,17,18,26,7,12,22,24,26,35,28,31,29,19,20,18,17,20,38,27,43,33,32,52,44,30,36,42,27,28,36,38,51,41,52,43,46,35,42,30,37,21,45,54,62,63,68,64,65,55,49,55,49,33,39,59,78,93,85,75,64,68,46,55,38,46,65,53,72,103,85,102,60,60,61,80,45,30,63,70,89,80,80,91,54,70,53,63,45,41,59,64,72,69,72,89,67,0
61623,10009,New York,17,3,3,2,1,2,0,1,4,1,1,1,1,2,3,2,1,1,2,2,2,4,1,2,2,4,4,2,0,3,1,6,2,0,2,2,1,2,0,0,3,4,2,1,1,2,1,1,0,0,3,1,1,4,3,3,2,4,0,2,2,2,0,0,0,5,4,6,3,2,2,0,3,5,0,2,2,1,4,2,2,4,5,1,0,1,2,1,3,4,1,2,5,1,1,5,0,0,1,3,1,2,2,2,3,0,2,4,2,0,8,1,4,7,6,3,0,3,3,4,4,3,4,3,3,2,2,3,0
84620,60618,Illinois,18,33,39,32,37,50,44,28,18,16,15,9,8,17,14,12,16,27,33,23,27,18,19,13,6,19,29,14,25,19,20,9,12,14,10,6,4,13,14,13,13,20,22,13,9,15,10,10,7,15,11,16,18,25,21,18,16,19,20,21,10,7,15,27,27,30,28,16,26,23,25,22,9,13,31,18,26,32,20,20,20,18,24,14,18,18,29,22,38,43,28,29,30,19,17,15,21,24,45,46,73,40,37,36,25,26,22,18,18,32,29,27,34,35,41,28,18,26,21,22,18,21,29,32,36,37,23,19,0
61625,10011,New York,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3,2,6,3,3,3,7,6,5,4,5,2,6,4,4,3,2,6,4,7,5,6,3,3,7,13,3,0
92036,77573,Texas,20,55,46,62,54,51,44,26,26,25,33,16,30,36,31,35,45,62,31,42,22,47,33,14,21,33,45,47,37,20,20,18,27,18,16,27,11,27,21,30,38,38,43,22,16,24,20,15,22,30,32,32,36,39,37,31,37,21,28,16,23,44,57,50,50,65,53,52,45,38,50,18,28,42,42,41,52,55,43,58,54,23,41,30,28,44,53,38,56,71,56,60,46,29,54,32,35,51,51,71,72,70,71,50,53,57,45,31,41,47,52,64,62,55,57,63,39,48,47,31,48,48,59,73,61,55,65,,0
92045,77584,Texas,21,37,46,48,42,41,40,39,35,28,27,21,26,27,32,36,53,58,32,43,40,46,28,19,20,25,38,49,41,24,25,14,17,27,31,22,7,12,22,30,42,35,39,19,24,27,26,25,12,13,36,41,33,40,31,35,29,27,33,24,33,41,41,66,36,59,54,48,58,29,26,25,28,39,50,71,69,65,72,51,45,39,43,40,19,38,56,54,67,66,64,75,48,37,57,27,40,55,62,60,63,60,53,53,39,45,58,31,34,65,57,66,64,63,54,58,51,42,48,45,30,38,57,68,61,58,65,,0
69816,28269,North Carolina,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,74,37,47,42,71,91,80,98,122,92,93,92,83,89,69,59,52,94,89,81,129,102,125,120,90,83,73,52,58,77,90,138,141,128,122,,0
66126,20002,District of Columbia,23,12,16,14,9,19,24,19,17,9,12,11,10,13,16,9,21,23,24,26,18,20,26,21,17,25,23,25,27,17,18,28,30,17,18,17,19,18,28,23,22,14,22,20,10,14,19,18,18,22,22,23,28,28,29,22,27,28,29,23,22,25,20,24,33,37,26,15,23,22,27,22,14,30,23,29,30,33,27,23,28,27,33,22,24,30,24,33,20,35,20,31,22,19,39,11,33,26,21,39,43,29,33,41,22,27,34,34,16,24,28,28,23,21,30,24,27,23,20,13,16,24,26,28,26,29,23,17,0
92271,78130,Texas,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,47,49,53,39,32,46,21,31,49,42,50,66,43,42,54,43,37,41,33,29,41,45,56,69,53,40,60,51,35,32,30,21,24,35,54,53,53,51,,0
71067,30349,Georgia,25,20,22,16,20,14,17,15,20,8,17,16,13,8,6,16,17,9,19,7,20,7,13,14,8,12,20,18,21,16,10,14,23,22,7,7,11,5,7,12,10,14,35,35,41,46,39,48,49,46,34,40,62,60,59,57,58,59,41,43,38,57,49,43,49,38,47,39,39,31,24,28,26,31,27,28,32,30,29,30,30,20,22,22,21,36,30,23,26,24,21,29,30,14,35,27,40,42,40,36,33,24,33,28,25,14,25,18,14,24,24,41,32,19,33,28,26,23,21,16,16,31,23,42,26,40,,,0
92515,78572,Texas,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
97771,94565,California,27,,,,,,,,,,,,,,,,,,,5,3,2,6,3,3,2,2,2,2,0,2,1,0,0,6,2,0,0,2,2,2,1,3,3,16,1,0,5,1,0,5,5,4,1,2,4,0,0,1,1,2,8,15,14,10,17,22,15,15,5,3,2,4,1,4,5,1,2,2,2,0,5,8,4,4,3,1,2,16,2,1,7,9,5,6,1,6,12,10,7,5,0,1,10,4,6,5,0,4,0,1,0,2,3,3,3,6,0,3,0,0,0,7,,,,,,0
93123,79912,Texas,28,12,12,16,16,9,15,15,10,12,12,8,14,10,11,17,15,24,24,19,24,18,23,10,8,20,22,20,24,11,13,12,9,14,11,9,6,7,14,12,15,8,16,6,13,16,6,8,5,15,11,13,16,21,7,5,14,13,6,6,8,13,14,10,11,15,20,13,11,15,12,12,8,20,16,15,16,14,12,15,12,5,18,9,15,15,9,11,14,17,20,14,14,6,12,9,6,21,16,15,17,10,12,13,10,18,11,15,13,13,14,21,14,9,10,16,11,9,12,16,13,11,18,17,15,17,18,17,0
96027,90046,California,29,4,4,4,8,4,9,3,7,9,5,2,7,5,6,11,15,10,11,8,10,7,10,3,4,9,3,8,8,9,5,5,4,5,7,10,3,13,6,2,5,8,6,3,2,7,7,1,5,8,2,5,7,11,7,10,5,7,6,5,6,12,4,11,6,9,10,5,7,8,11,1,6,3,7,13,8,15,7,6,5,11,6,5,5,7,8,16,15,9,7,8,6,4,11,6,9,10,10,9,13,13,7,9,7,10,9,6,9,14,9,11,16,6,9,6,7,15,10,9,6,13,13,6,7,9,10,12,0
92551,78613,Texas,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,87,69,73,61,43,54,40,32,61,66,62,89,59,59,47,47,46,34,35,36,55,55,56,76,88,73,57,53,37,39,31,26,32,48,62,57,52,51,45,0
90654,75052,Texas,31,41,51,37,50,54,44,46,33,14,31,22,20,33,24,34,24,38,32,41,34,39,37,22,20,35,47,46,42,28,18,24,19,15,20,9,13,25,18,24,15,18,32,17,21,18,28,17,14,14,29,31,32,28,34,14,23,22,30,28,26,31,29,44,48,53,46,33,32,32,30,30,30,25,49,53,51,56,40,61,46,41,25,24,20,70,51,53,42,57,62,51,51,39,60,40,46,56,62,57,77,69,65,70,56,47,57,50,37,65,46,59,67,57,80,58,41,47,43,35,36,57,49,56,49,52,57,,0
66133,20009,District of Columbia,32,18,16,9,22,27,21,20,12,17,23,11,12,23,21,19,26,25,19,29,16,20,23,12,7,26,21,16,25,23,29,18,16,23,16,16,13,13,12,18,21,18,21,16,13,14,12,16,14,27,14,28,23,25,26,23,20,20,21,19,17,20,26,23,31,41,32,25,29,17,20,16,12,20,26,24,28,28,15,20,25,25,28,15,20,23,34,29,28,35,23,29,29,20,26,23,9,30,34,36,33,30,31,27,22,27,14,13,18,24,29,24,31,32,32,25,32,18,20,23,16,19,19,38,21,30,28,22,0
91926,77433,Texas,33,26,19,22,23,22,18,17,18,9,14,12,20,25,12,26,27,24,21,25,21,31,16,11,18,25,23,24,27,17,9,9,10,11,12,14,15,20,18,23,20,24,20,21,16,13,15,19,16,13,12,28,26,21,19,18,14,12,12,6,19,21,35,27,46,45,36,28,29,23,22,16,15,27,36,48,63,56,18,49,36,16,27,33,29,35,51,43,47,60,52,51,45,34,44,27,25,46,34,56,55,41,49,46,27,40,36,29,37,61,37,59,60,61,63,63,59,40,47,40,40,27,60,63,69,67,64,46,0
61796,10456,New York,34,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,4,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,2,1,0,1,0,0,1,2,0,1,1,0,1,1,1,2,0,0,2,1,1,1,1,1,1,0,0,0,1,1,0,0,0,1,1,1,0,,,,,,,,0
89925,73099,Oklahoma,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,74,78,64,65,64,57,33,46,62,64,73,95,78,83,77,61,45,67,47,43,83,81,91,90,88,71,86,62,67,68,53,59,93,76,89,101,90,89,76,87,72,72,47,49,96,64,101,93,112,82,52,0
61617,10003,New York,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,2,3,8,5,8,3,6,6,4,6,4,4,3,11,4,7,9,6,0
91922,77429,Texas,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,28,29,45,48,56,70,70,68,57,59,50,67,28,36,63,55,68,70,60,49,50,54,56,58,40,50,59,52,60,86,62,73,65,70,65,57,36,45,56,52,86,76,67,70,57,0
91968,77479,Texas,38,15,36,29,29,35,20,17,16,15,13,10,5,12,19,17,23,37,17,19,19,19,10,6,8,21,21,18,15,12,7,6,11,9,15,5,8,10,9,8,18,14,16,6,10,11,10,10,9,3,6,17,13,14,13,7,16,12,10,13,14,16,20,15,15,20,27,10,12,11,14,10,4,13,6,11,8,13,10,25,13,8,16,12,13,9,8,12,16,14,22,10,15,14,17,15,14,14,15,16,25,22,22,28,12,24,19,6,26,22,21,19,32,28,20,18,14,16,21,15,14,18,23,23,25,27,35,,0
62017,11206,New York,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,1,6,4,5,11,4,4,2,5,3,5,1,3,6,3,6,6,12,3,2,7,10,7,6,3,4,2,3,6,0,3,3,2,2,7,4,4,1,1,5,3,4,4,2,2,3,3,1,3,2,2,4,5,3,3,4,3,2,4,6,1,2,1,1,3,2,1,1,6,5,2,2,1,7,6,4,3,3,2,2,0,2,3,2,1,2,1,3,1,0,2,4,0,2,,,,,0
86026,63376,Missouri,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,46,48,38,31,40,49,48,62,80,66,69,58,71,34,63,36,37,55,56,72,95,82,72,61,67,65,44,56,37,52,71,74,77,92,73,70,56,54,63,49,54,64,59,72,90,75,77,65,0
84615,60613,Illinois,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,74,50,37,34,35,53,18,34,38,41,50,63,54,79,39,0
70829,30044,Georgia,42,30,32,33,39,49,42,26,40,14,17,18,11,14,13,20,21,31,24,26,19,25,29,12,16,19,26,33,26,24,26,35,30,35,15,8,13,9,15,11,16,19,43,56,68,64,53,66,68,73,75,91,101,90,98,73,93,81,71,76,77,60,66,65,83,77,91,81,107,77,63,65,59,85,96,84,74,83,96,76,90,79,75,68,71,83,80,78,71,76,63,102,80,47,93,74,72,119,122,134,161,85,93,71,66,84,61,57,45,81,66,98,78,86,122,83,78,72,80,56,61,76,88,103,88,103,,,0
91685,77036,Texas,43,2,4,1,7,5,1,3,1,3,4,4,2,1,3,4,9,5,3,4,3,1,1,4,2,1,4,4,1,3,1,0,1,0,1,2,0,1,2,1,0,1,4,0,1,1,0,2,4,1,0,2,1,4,0,0,2,3,2,3,2,0,1,3,2,5,6,1,6,6,2,1,1,2,1,6,1,3,1,0,3,5,3,7,5,2,5,4,4,8,5,5,4,5,5,0,3,4,4,5,3,7,4,3,7,3,7,4,5,7,4,8,1,7,8,2,7,2,5,1,3,5,4,5,5,3,5,6,0
70828,30043,Georgia,44,52,44,40,56,55,51,35,45,27,21,28,28,41,29,23,40,35,51,39,45,54,41,29,27,31,38,42,65,38,28,52,21,31,23,15,21,26,27,40,28,20,77,74,85,74,81,78,67,79,107,99,136,130,121,107,111,92,98,104,89,89,105,95,114,114,93,104,119,94,83,73,75,90,85,116,129,122,116,93,108,91,93,86,75,85,113,81,97,112,95,158,112,67,103,89,71,113,145,182,193,125,98,100,90,97,86,52,66,97,80,111,126,128,90,98,108,82,85,67,63,89,98,139,111,125,104,,0
84630,60629,Illinois,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,4,10,7,8,10,15,13,15,10,16,17,10,11,13,16,9,16,11,21,17,20,13,15,10,15,15,25,18,14,20,19,19,20,30,22,30,17,26,13,20,20,19,28,22,26,15,39,30,18,31,29,15,14,19,21,25,38,35,37,34,26,43,36,31,26,27,39,35,46,31,39,39,26,33,26,19,31,28,37,40,30,29,35,40,36,36,27,16,22,28,38,39,31,37,46,0
84627,60625,Illinois,46,31,44,26,40,34,37,22,26,14,9,5,7,15,3,15,28,19,23,35,28,26,14,5,4,14,26,17,28,12,10,12,17,6,6,6,3,5,10,6,13,10,10,12,15,15,10,5,5,11,13,14,13,8,25,7,18,14,10,9,10,12,9,9,11,18,22,17,22,13,21,13,9,10,19,23,15,20,19,31,21,19,14,11,10,20,19,24,28,29,20,23,29,10,30,15,10,23,31,28,32,38,29,29,30,24,34,16,11,23,32,38,39,34,36,22,32,15,20,10,18,22,21,30,39,41,33,23,0
60545,07030,New Jersey,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,30,22,16,24,26,12,23,33,23,17,36,24,26,24,26,18,10,19,28,24,25,29,33,44,17,0
69823,28277,North Carolina,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,27,14,21,30,30,37,52,52,80,49,47,50,43,59,47,30,43,55,49,53,68,49,70,36,44,36,41,42,30,47,55,57,52,43,55,26,0
90823,75287,Texas,49,14,6,12,10,9,13,9,4,10,5,1,6,9,7,5,10,7,10,7,9,5,3,2,2,6,7,12,9,5,3,1,3,3,3,1,1,5,2,5,7,7,3,4,3,4,3,2,3,3,4,13,7,8,7,2,8,4,2,2,2,6,10,9,9,8,11,4,10,5,9,5,3,8,12,13,10,6,11,14,11,8,13,4,2,11,12,17,8,15,13,13,4,5,5,6,6,6,10,10,11,5,12,10,11,9,14,6,5,5,5,8,8,12,9,10,12,11,10,12,8,9,8,10,7,11,13,11,0
61638,10024,New York,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,3,4,3,2,7,2,6,3,8,3,10,7,5,3,6,2,6,5,0,5,5,9,7,5,3,2,3,5,5,3,,,,,,0
94748,85032,Arizona,51,31,31,24,45,36,36,23,23,4,20,10,14,22,20,26,43,38,40,36,35,33,45,24,31,47,60,47,37,33,31,36,35,21,31,33,26,51,38,33,40,40,49,52,47,39,54,45,38,50,50,66,73,62,49,40,67,55,36,40,46,71,69,75,47,57,69,39,46,28,33,27,44,50,60,53,47,52,46,37,46,33,40,25,46,65,51,69,77,65,48,52,50,38,45,33,33,61,77,56,78,57,57,53,49,48,51,54,38,57,43,73,77,69,64,52,52,51,56,49,78,77,72,65,84,68,68,46,0
92617,78704,Texas,52,9,11,10,9,12,4,6,3,3,1,3,5,2,6,4,9,3,4,4,8,9,5,3,2,4,8,6,4,3,4,8,2,1,3,0,1,3,8,6,5,3,3,3,3,1,4,4,5,5,6,5,6,8,5,4,5,0,8,4,3,8,6,6,6,11,9,7,9,6,6,4,6,7,13,10,8,9,6,7,11,6,4,6,10,9,5,13,11,6,7,5,10,5,8,2,9,8,9,12,21,9,11,9,9,10,9,7,12,8,7,7,15,14,11,2,11,4,4,8,12,6,8,15,9,8,6,,0
91726,77077,Texas,53,7,11,13,14,16,9,5,9,5,9,6,12,3,4,13,8,9,12,10,8,10,5,2,7,9,12,11,13,8,2,4,6,5,6,4,3,5,11,6,10,12,6,3,5,9,5,1,5,9,1,7,4,9,6,8,7,4,4,3,7,12,13,21,9,17,14,12,7,10,12,6,3,8,11,14,10,8,2,15,11,5,9,9,7,7,8,6,8,14,9,8,13,10,10,6,16,12,8,11,10,13,12,7,15,13,11,11,8,14,12,15,17,5,12,9,13,8,9,12,12,15,7,14,12,10,17,8,0
92341,78245,Texas,54,16,22,21,28,29,20,23,18,10,14,11,12,14,20,17,25,21,26,24,25,26,20,13,10,21,23,28,24,22,7,16,6,16,13,11,10,15,20,18,14,16,16,18,12,12,13,9,9,14,14,21,20,14,10,20,19,20,14,16,19,16,34,24,28,45,31,20,22,20,22,21,23,32,28,37,44,56,46,53,46,46,28,40,29,53,39,45,46,72,65,59,49,30,50,26,56,62,75,62,84,83,89,53,70,63,49,56,49,66,59,92,100,69,80,91,92,73,73,67,50,60,75,75,81,91,70,77,0
66843,21234,Maryland,55,,,,,,,,,,,,,,,,,,,,,30,31,18,8,17,36,32,42,19,22,22,19,17,18,24,16,16,16,23,37,20,29,21,25,27,24,23,14,28,28,22,24,30,44,21,18,25,25,29,19,24,36,39,41,36,33,38,35,20,31,30,12,22,25,34,43,40,33,21,43,24,42,19,17,30,46,37,67,31,41,47,43,23,23,30,26,38,47,60,68,44,69,62,41,50,54,48,26,41,47,69,66,39,75,57,62,62,54,38,40,46,59,59,76,34,74,,0
67732,23464,Virginia,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,50,64,44,41,27,35,27,35,53,47,64,77,58,65,53,48,49,48,32,37,52,53,57,80,62,58,41,56,51,54,40,40,56,31,72,76,48,79,36,0
70874,30096,Georgia,57,25,23,28,25,30,20,17,26,12,23,8,12,17,10,10,19,20,22,30,23,26,29,10,13,13,20,17,25,14,17,20,14,13,17,10,5,7,17,16,13,14,37,40,41,42,35,34,48,62,53,66,70,69,69,54,51,50,40,35,46,40,45,48,67,57,59,64,68,70,50,47,49,55,60,66,70,66,64,57,50,58,58,52,32,62,70,46,58,57,64,72,58,42,64,50,53,66,88,94,90,60,64,45,44,43,52,42,38,53,50,48,67,40,65,52,58,42,43,38,21,52,55,59,58,57,,,0
