"RegionName","City","State","Metro","CountyName","SizeRank","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08","2018-09","2018-10"
"60657","Chicago","IL","Chicago-Naperville-Elgin","Cook County",1,,,,,,,,,,,1.41531124497992,1.36918918918919,1.35812099387435,1.37431318681319,1.39285714285714,1.37402935488499,1.39090909090909,1.39565217391304,1.39285714285714,1.41666666666667,1.44303797468354,1.43574134199134,1.48729086229086,1.48809523809524,1.48809523809524,1.48648648648649,1.47222222222222,1.51515151515152,1.5,1.54090909090909,1.54220779220779,1.53055555555556,1.53645833333333,1.53645833333333,1.5222816399287,1.525,1.45,1.49404761904762,1.53333333333333,1.56696428571429,1.58823529411765,1.58227848101266,1.6,1.61812617702448,1.61666666666667,1.58333333333333,1.58333333333333,1.66269841269841,1.66333333333333,1.6969696969697,1.7,1.69357142857143,1.6,1.58333333333333,1.57974683544304,1.54090909090909,1.55172413793103,1.55172413793103,1.57945675105485,1.58333333333333,1.5,1.64642857142857,1.67647058823529,1.69368390518813,1.69270833333333,1.64107142857143,1.58268292682927,1.559375,1.57142857142857,1.57142857142857,1.58333333333333,1.6,1.58154008438819,1.6,1.65,1.82142857142857,1.70714285714286,1.6893582924168,1.65,1.64466666666667,1.61111111111111,1.64285714285714,1.59365079365079,1.68017632681564,1.8,1.8,1.75,1.81306818181818,1.77777777777778,1.73,1.659375,1.63333333333333,1.625,1.66872682323857,1.73925438596491,1.73684210526316,1.78571428571429,1.83333333333333,1.866,1.83291666666667,1.79873417721519,1.746875,1.69397993311037,1.68939393939394
"77494","Katy","TX","Houston-The Woodlands-Sugar Land","Harris County",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.94274810517185,0.976403580146461,1.02814814814815,0.956632653061224,0.973186379611414,0.934447589060844,1.03112472730423,0.973549461971142,1.00814814814815,0.996583143507973,0.999428306295259,1.05509964830012,1.05509964830012,1.07764009099169,1.07350237424441,1.04372373019403,1.0590015128593,1.16037797684073,1.08332520127146,1.06177606177606,1.04314841156946,0.991571641051066,0.98915100534781,0.973015049299429,0.975059176656946,0.982142857142857,0.95,0.923323966278603,0.937740160087019,0.946173924115101,0.959401481670134,0.966562173458725,0.981415494148596,0.989681542007123,0.997229916897507,0.996328682098908,1.00071678002746,1.00525325650237,0.982788394047248,0.9842091426131,0.969962214382945,0.955351280367695,0.960658737419945,0.99906596259804,1.00895167540161,0.996583143507973,0.991407799074686,0.98265020539323,0.956860201102822,0.923517169614984,0.947867298578199,0.946151021773798,0.94739336492891,0.967652974348168,0.96513610447711,0.952174898518473,0.919906093297421,0.972461273666093,0.996280552603613,1.00354191263282,0.980819529206626,0.979431929480901,1.02379634753735,1.05633802816901,1.04845134786315,1.05633802816901,1.05177993527508,1.04441186113685,1.0310177506936,1.01667344448963,0.970745023582677,0.979153506001263,0.979239429823265,0.969423268465831,0.982123259751662
"60614","Chicago","IL","Chicago-Naperville-Elgin","Cook County",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.78571428571429,1.74924471299094,1.81069958847737,1.82529761904762,1.82142857142857,1.76666666666667,1.75,1.65472582972583,1.68846153846154,1.70714285714286,1.73363636363636,1.75,1.74,1.83333333333333,1.82529761904762,1.80769230769231,1.77552447552448,1.8,1.70588235294118,1.68846153846154,1.71275783040489,1.71122994652406,1.7097816399287,1.66666666666667,1.87867647058824,1.83333333333333,1.8671568627451,1.86341807909605,1.81818181818182,1.83333333333333,1.94444444444444,1.83333333333333,1.85032894736842,1.94871794871795,1.875,1.88260504201681,1.94444444444444,1.99564393939394,2,2,1.95352564102564,1.83125,1.9,1.93333333333333,1.73333333333333,1.93333333333333,1.97055555555556,1.91123882503193,2.03846153846154,2.06631299734748,2,1.98451058201058,1.97118573797678,1.85687046004843,1.83333333333333,1.85357142857143,1.90767045454545,1.91538461538462,1.9375,2,2.09090909090909,2.07804487179487,2,2.066,2,1.99479166666667,1.9421875
"79936","El Paso","TX","El Paso","El Paso County",4,,,,,,,,,,,,,,,0.741608118657299,0.774877650897227,0.751510574018127,0.769769069279216,0.754962156904465,0.768320793081154,0.77987914838231,0.793923661759247,0.773014757554462,0.762873490146217,0.768292682926829,0.783066032431238,0.778691113176392,0.784077201447527,0.783245754225999,0.788781770376862,0.786308973172988,0.768064784053156,0.757593048194753,0.742307248072242,0.744558991981672,0.746930422919509,0.745470170557279,0.744960560911481,0.750545906774558,0.752212389380531,0.755172413793103,0.756374085684431,0.744558991981672,0.742569798646797,0.745682888540031,0.745712155108128,0.7398753894081,0.735430157261795,0.735430157261795,0.735932132894463,0.753217691285013,0.744558991981672,0.753148119995946,0.749095624872022,0.777777777777778,0.771998872964616,0.750441696113074,0.745341444270016,0.735430157261795,0.754048582995951,0.758293838862559,0.753486986213117,0.746527777777778,0.762452050411798,0.748278280548016,0.749525907971792,0.756079027355623,0.77247191011236,0.755762633846469,0.756253635834788,0.754680471990186,0.744601638123604,0.749517309268507,0.769854132901134,0.76036866359447,0.756838278640204,0.764317726363317,0.740302968403791,0.741839762611276,0.77440957249336,0.726158679283679,0.773615635179153,0.748403591022201,0.756266205704408,0.75642965204236,0.77072953558637,0.763613403058024,0.717109452201489,0.73633298995047,0.734658599827139,0.745762711864407,0.750428816466552,0.756266205704408,0.762955854126679,0.75885328836425,0.758620689655172,0.771963824289406,0.784421629251243,0.767002074993924,0.753228120516499,0.756798392055485,0.761775451131185,0.75354609929078,0.76981598486471
"77449","Katy","TX","Houston-The Woodlands-Sugar Land","Harris County",5,,,,,,,,,,,,,,,0.730121233731503,0.759668508287293,0.761778698588091,0.733048259010385,0.741748148471489,0.729208321608239,0.763358778625954,0.746268656716418,0.733063700707786,0.747160789001793,0.782816977077364,0.755287009063444,0.749664270925681,0.752795418999709,0.752351097178683,0.745762711864407,0.738636363636364,0.746697546749014,0.750972762645914,0.737100737100737,0.749318801089918,0.772629081918106,0.773963730569948,0.789243518371677,0.784632034632035,0.795107033639144,0.78984413119566,0.795107033639144,0.804596642348118,0.798525798525799,0.791740083033698,0.78125,0.798904401359651,0.80058631929468,0.8,0.803212851405622,0.813092889060667,0.826901874310915,0.820920109422735,0.819672131147541,0.83278026049905,0.830050647158132,0.827266710787558,0.837893296853625,0.84411930219471,0.836731056786174,0.84411930219471,0.852842809364548,0.84411930219471,0.850885662117653,0.847921225382932,0.84411930219471,0.846774193548387,0.843005456679674,0.843279083785413,0.84411930219471,0.839266214057818,0.834028356964137,0.850694444444444,0.83446251129178,0.868944099378882,0.857632933104631,0.830050647158132,0.867224880382775,0.86416912125675,0.874485596707819,0.880447585394582,0.822479013477201,0.861700334927222,0.872347690743917,0.862913096695226,0.870295698924731,0.894329596123819,0.885772913816689,0.870536698811123,0.865384615384615,0.876732036370591,0.861573808156232,0.887634040611453,0.893427294289363,0.864358974358974,0.886524822695035,0.901442307692308,0.906040268456376,0.915736357808443,0.9231928354636,0.909822194845104,0.902669338607815,0.883446091913024,0.885331284153005
"77084","Houston","TX","Houston-The Woodlands-Sugar Land","Harris County",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.867993788533902,0.830324020651866,0.813820103086442,0.797539680995679,0.806919185915977,0.802512212142359,0.784799437925861,0.78176886084216,0.781538573443486,0.784254593071704,0.782895915972581,0.788783186955281,0.803402646502836,0.797167933765872,0.795209899450182,0.811688311688312,0.80824008138352,0.820568927789934,0.828729281767956,0.825991189427313,0.816807551925432,0.807381776239908,0.808913308913309,0.808913308913309,0.806135770234987,0.816832320017733,0.815092330123976,0.797448165869219,0.794726114003222,0.827651009507877,0.826140567200986,0.819019052926414,0.831342017371532,0.820311533173879,0.802615933412604,0.82210527436824,0.830188679245283,0.822576615589607,0.818281580669206,0.828937206185266,0.819155639571519,0.84543793825251,0.844806007509387,0.844806007509387,0.850995504174695,0.842889952597106,0.852757248436612,0.856072766185126,0.847457627118644,0.85094827984655,0.851197982345523,0.856733524355301,0.853514302610266,0.851426293087825,0.850998341015498,0.847145488029466,0.841346153846154
"60640","Chicago","IL","Chicago-Naperville-Elgin","Cook County",7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2695652173913,1.36363636363636,1.36666666666667,1.40354524565051,1.425,1.3125,1.28571428571429,1.25925925925926,1.23529411764706,1.21091545399214,1.23529411764706,1.23,1.30555555555556,1.37931034482759,1.33333333333333,1.30157342657343,1.26315789473684,1.22495132804895,1.22495132804895,1.23333333333333,1.24141666666667,1.31681712962963,1.22061403508772,1.40625,1.40740740740741,1.37931034482759,1.42083333333333,1.42678571428571,1.3968253968254,1.38461538461538,1.36939102564103,1.33333333333333,1.38461538461538,1.33166666666667,1.44,1.54166666666667,1.5,1.46666666666667,1.45833333333333,1.5,1.45090909090909,1.39543269230769,1.49791666666667,1.42004716981132,1.54545454545455,1.59310344827586,1.53939393939394,1.64318181818182,1.63888888888889,1.5,1.5,1.49583333333333,1.4033393434002,1.375,1.36458333333333,1.3094494047619,1.375,1.45,1.5625,1.57291666666667,1.57692307692308,1.55519480519481,1.55902777777778,1.53453689167975,1.41666666666667,1.38888888888889
"11226","New York","NY","New York-Newark-Jersey City","Kings County",8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.42222222222222,2.35,2.33785822021116,2.4,2.5,2.425,2.3563036963037,2.725,2.4792,2.36363636363636,2.23251748251748,2.25,2.43136363636364,2.30744336569579,2.45454545454545,2.44333333333333,2.62447712447712,2.55,2.59852941176471,2.62631578947368,2.62222222222222
"10016","New York","NY","New York-Newark-Jersey City","New York County",9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.87020316027088,4.86115823073415,4.87209302325581,4.74911214612728,4.76078431372549,4.76078431372549,4.80889506601807,4.80444753300903,4.80889506601807,4.8111141996757,4.87209302325581,4.80889506601807,4.80889506601807,4.86026253950247,4.78038386259705,4.71882799045231,4.65601111883252,4.66469770674079,4.71882799045231,4.80889506601807,4.86026253950247,4.68524855907781,4.69130434782609,4.67338429464906,4.62188254223652,4.6,4.74635163307853,4.72222222222222,4.74911214612728,4.68234432123757,4.67338429464906,4.74635163307853,4.87209302325581,4.87209302325581,4.96373482726424,4.94980392156863,4.90757751937984,4.97333333333333,4.80244753300903,4.71428571428571,4.84042411790072,4.81853463483476,4.78038386259705,4.67338429464906,4.80077519379845,4.87209302325581,4.98510416666667,5.06180105944673,4.97503875968992,4.93027359781122,4.90454545454545,4.75290718481974,4.80889506601807
"37013","Nashville","TN","Nashville-Davidson--Murfreesboro--Franklin","Davidson County",10,,,,,,,,,,,,0.673082974211642,0.692192974939062,0.68359375,0.662086049052481,0.708530805687204,0.741308793456033,0.731951871657754,0.689163498098859,0.653922569116946,0.652064451158107,0.652064451158107,0.641399416909621,0.65907943067034,0.669315403422983,0.672494956287828,0.700934579439252,0.685096607419148,0.660569105691057,0.663888861069899,0.678847068819031,0.680473372781065,0.671489243470668,0.692307692307692,0.701620760383855,0.700876095118899,0.70217276099629,0.709576985346009,0.711009174311927,0.717293233082707,0.727184594368307,0.725949295714309,0.724981857764877,0.704122966812668,0.716911764705882,0.759978473996227,0.726885644768856,0.730868443680138,0.732421938355142,0.737179487179487,0.752739726027397,0.794420730059976,0.768207278166405,0.769336011856203,0.762370540851554,0.728337016632936,0.731254210796446,0.747201721355568,0.752808988764045,0.752827914163547,0.755093833147774,0.752827914163547,0.76345050215208,0.804479779548671,0.772681954137587,0.764971017765733,0.750403442711135,0.765229388993513,0.767746913580247,0.773596176821983,0.81,0.794370316422067,0.784810126582278,0.819842602718325,0.851167315175097,0.802485290401762,0.818282316109559,0.859375,0.86,0.84554678692221,0.821635012386457,0.789499509322866,0.836242299794661,0.844308560677328,0.835195530726257,0.852348434377082,0.883413461538462,0.889552212560556,0.893718797817031,0.890979524073049,0.87719298245614,0.872561173765993,0.862890418210693,0.890804597701149,0.894618834080718,0.914014895057549,0.923448094091248,0.928180767178514,0.941727367325702,0.966666666666667,0.957854406130268,0.936564439576488,0.927941938828408,0.925528446448949
