"RegionType","RegionName","State","CBSA Title","SizeRankCity","SizeRankMetro","PctPriceCut","DaysOnMarket","BuyerSellerIndex","BuyerSellerIndexMetro"
"Zip","30058","GA","Atlanta-Sandy Springs-Roswell, GA",2475,9,11.4613180515759,69,4.09090909090909,2.5207182320442
"Zip","30047","GA","Atlanta-Sandy Springs-Roswell, GA",2489,9,21.0666666666667,50,4.74025974025974,2.5207182320442
"Zip","30083","GA","Atlanta-Sandy Springs-Roswell, GA",2497,9,10.3225806451613,56,1.03896103896104,2.5207182320442
"Zip","30075","GA","Atlanta-Sandy Springs-Roswell, GA",2554,9,24.9537892791128,64,9.61038961038961,2.5207182320442
"Zip","30067","GA","Atlanta-Sandy Springs-Roswell, GA",2587,9,18.1494661921708,52,3.63636363636364,2.5207182320442
"Zip","30144","GA","Atlanta-Sandy Springs-Roswell, GA",2636,9,16.6144200626959,47,1.42857142857143,2.5207182320442
"Zip","30319","GA","Atlanta-Sandy Springs-Roswell, GA",2715,9,20.7766990291262,58,7.98701298701299,2.5207182320442
"Zip","30114","GA","Atlanta-Sandy Springs-Roswell, GA",2725,9,18.4615384615385,59.5,7.14285714285714,2.5207182320442
"Zip","30016","GA","Atlanta-Sandy Springs-Roswell, GA",2945,9,13.3838383838384,81,7.27272727272727,2.5207182320442
"Zip","30032","GA","Atlanta-Sandy Springs-Roswell, GA",3011,9,25.1131221719457,56,8.50649350649351,2.5207182320442
"Zip","30236","GA","Atlanta-Sandy Springs-Roswell, GA",3069,9,12.4423963133641,70,4.67532467532468,2.5207182320442
"Zip","30093","GA","Atlanta-Sandy Springs-Roswell, GA",3157,9,10.2803738317757,46,0.12987012987013,2.5207182320442
"Zip","30064","GA","Atlanta-Sandy Springs-Roswell, GA",3207,9,17.9669030732861,54,4.02597402597403,2.5207182320442
"Zip","30518","GA","Atlanta-Sandy Springs-Roswell, GA",3235,9,17.0995670995671,57,4.80519480519481,2.5207182320442
"Zip","30309","GA","Atlanta-Sandy Springs-Roswell, GA",3243,9,16.3434903047091,48,1.36363636363636,2.5207182320442
"Zip","30034","GA","Atlanta-Sandy Springs-Roswell, GA",3433,9,17.5627240143369,79,9.09090909090909,2.5207182320442
"Zip","30076","GA","Atlanta-Sandy Springs-Roswell, GA",3442,9,22.8013029315961,53,6.1038961038961,2.5207182320442
"Zip","30097","GA","Atlanta-Sandy Springs-Roswell, GA",3448,9,22.8381374722838,68,9.67532467532468,2.5207182320442
"Zip","30324","GA","Atlanta-Sandy Springs-Roswell, GA",3475,9,17.7631578947368,49,2.27272727272727,2.5207182320442
"Zip","30339","GA","Atlanta-Sandy Springs-Roswell, GA",3528,9,15.6934306569343,53,1.88311688311688,2.5207182320442
"Zip","30350","GA","Atlanta-Sandy Springs-Roswell, GA",3650,9,15.3571428571429,53.5,1.75324675324675,2.5207182320442
"Zip","30519","GA","Atlanta-Sandy Springs-Roswell, GA",3734,9,18.8432835820896,58,7.53246753246753,2.5207182320442
"Zip","30328","GA","Atlanta-Sandy Springs-Roswell, GA",3739,9,23.9373601789709,59,8.96103896103896,2.5207182320442
"Zip","30039","GA","Atlanta-Sandy Springs-Roswell, GA",3803,9,19.2090395480226,55,5.45454545454545,2.5207182320442
"Zip","30120","GA","Atlanta-Sandy Springs-Roswell, GA",3808,9,12.2676579925651,60,2.33766233766234,2.5207182320442
"Zip","30228","GA","Atlanta-Sandy Springs-Roswell, GA",3853,9,11.8491921005386,85.5,6.49350649350649,2.5207182320442
"Zip","30680","GA","Atlanta-Sandy Springs-Roswell, GA",3867,9,14.4702842377261,55,1.94805194805195,2.5207182320442
"Zip","30126","GA","Atlanta-Sandy Springs-Roswell, GA",3904,9,15.2112676056338,56,2.82467532467532,2.5207182320442
"Zip","30134","GA","Atlanta-Sandy Springs-Roswell, GA",4003,9,13.1782945736434,61,3.18181818181818,2.5207182320442
"Zip","30038","GA","Atlanta-Sandy Springs-Roswell, GA",4004,9,10.3641456582633,87,5.77922077922078,2.5207182320442
"Zip","30115","GA","Atlanta-Sandy Springs-Roswell, GA",4040,9,15.7243816254417,69,7.4025974025974,2.5207182320442
