"RegionName","City","State","Metro","CountyName","SizeRank","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08","2018-09","2018-10"
"10025","New York","NY","New York-Newark-Jersey City","New York County",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.14285714285714,5,4.99324324324324,5.00829187396352,5.170292578949,4.99243277649559,4.98733128834356,4.98307692307692,5,5.21014241210503,5.07936712555334,5.24812233723263,5.15749007936508,5.1,5.0625,5,5,5,5.06229508196721,5.14837410376407,5.16189855141827,5.1,5.05443234836703,5.1,4.93366500829187,5,5.08114754098361,5,4.98307692307692,4.92220650636492,4.93366500829187,5.06267409470752,5.11130009779274,5,5,5.06229508196721,5.10237388724036,5.11884669479606,5,5,4.98307692307692,4.97799511002445,4.96537396121884,4.98053601655069,5,5.08259212198221,5.14740400561296,5.05836371516712,5,5.1980198019802,5.05836371516712,5.07938415750916
"60657","Chicago","IL","Chicago-Naperville-Elgin","Cook County",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.86111111111111,1.77397260273973,1.65625,1.66424770198355,1.6875,1.70613553113553,1.71071428571429,1.79310344827586,1.85,1.86985887096774,1.870625,1.89330357142857,1.88125,1.85714285714286,1.80634920634921,1.85,1.75357142857143,1.71875,1.825,1.86875,1.9375,1.91666666666667,1.93430656934307,1.96428571428571,1.99375,1.8625,1.85714285714286,1.83333333333333,1.85,1.9,1.96276923076923,1.99375,1.99375,2,2.03125,2,2,1.94375,1.9125,1.925
"10023","New York","NY","New York-Newark-Jersey City","New York County",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.94050111005392,5,4.94047619047619,4.97326203208556,4.87587334958451,4.81283422459893,4.87587334958451,4.88888888888889,5.03389830508475,4.9875,4.93385826771654,4.85048818088386,5.00428082191781,5.10356146397505,5.12261146496815,4.91666666666667,4.95547073791349,5,4.86555013843746,4.91405242801891,5,4.98522895125554,4.85097636176773,4.77556440903054,4.51851851851852,4.85097636176773,4.77207977207977,4.73889709502708,4.77207977207977,4.75,4.75299401197605,4.79910714285714,4.77350134544379,4.842,4.88888888888889,4.95535515516704,4.83018867924528,4.76270997853732,4.83018867924528,4.80396288783713,4.83333333333333,4.77524366391918,4.82352941176471,4.85097636176773,4.8,4.90502793296089,5.11255857986449,5,4.8625,4.93538461538462,4.86907001044932,4.77207977207977
"77494","Katy","TX","Houston-The Woodlands-Sugar Land","Harris County",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.38928067700987,1.35809312638581,1.39285714285714,1.34750911300122,1.50513112884835,1.38999961994206,1.40909090909091,1.44793224832726,1.45786308421156,1.50988870373534,1.51047904191617,1.37957184535425,1.38083228247163,1.40102686295106,1.40138408304498,1.40559111525582,1.40909090909091,1.41131105398458,1.36269430051813,1.3992628992629,1.39109829608426,1.39037935315207,1.49349964121396,1.51134644478064,1.49633123689727,1.49895178197065,1.48846960167715,1.48439821693908,1.48662826420891,1.46814044213264,1.4666813955247,1.48433738770245,1.52015604681404,1.51333333333333,1.49325153374233,1.48166631923419
"60614","Chicago","IL","Chicago-Naperville-Elgin","Cook County",5,,,,,,,,,,,,,,,,,,,,,,1.96428571428571,1.92672373818441,1.96428571428571,1.96555555555556,1.97666666666667,2.0175,2.14285714285714,2.03117505995204,2.105,2.15920915712799,2.14,2.18431771894094,2.16346153846154,2.10609001040583,2.08916666666667,2.0952380952381,2.09302325581395,2.13820418897342,2.2,2.27406614004552,2.1771978021978,2.11749788672866,2.13627958579882,2.1995,2.17915422885572,2.17948717948718,2.13571428571429,2.10481825866441,2.07865168539326,2.07142857142857,2.10526315789474,2.10504070827957,2.12857142857143,2.1,2.10526315789474,2.1113805223117,2.11764705882353,2.125,2.19556905083221,2.15833333333333,2,2.12903225806452,2.10714285714286,2.10413326726324,2.09258241758242,2.05833333333333,2.05202312138728,2.07142857142857,2.24,2.20358187134503,2.125,2.35797441195168,2.19883040935673,2.12132352941176,2.16312056737589,2.17164179104478,2.14615384615385,2.13571428571429,2.17111111111111,2.12124894336433,2.07972988310067,2.09597549204751,2.07972988310067,2.07142857142857,2.11362838075167,2.08514492753623,2.11111111111111,2.15228337236534,2.15,2.17153518123667,2.16310426788773,2.125,2.13571428571429,2.17032089552239,2.22034482758621,2.2,2.29166666666667,2.31622596153846,2.29166666666667,2.30833333333333,2.30473457181567,2.3125,2.25833333333333,2.17332089552239
"77449","Katy","TX","Houston-The Woodlands-Sugar Land","Harris County",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.20165745856354,1.30208913967195,1.31046511627907,1.36533665835411,1.36533665835411,1.36533665835411,1.34715779105236,1.36644809108182,1.36533665835411,1.35267857142857,1.35267857142857,1.35267857142857,1.36889460154242,1.38998035363458,1.38998035363458,1.39136904761905,1.39067470062681,1.3764880952381,1.22550831792976
"77084","Houston","TX","Houston-The Woodlands-Sugar Land","Harris County",7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.23969465648855,1.1969696969697,1.1969696969697,1.16386554621849,1.19779598510942,1.24172356070499,1.21340543615356,1.17919075144509,1.1969696969697,1.17919075144509,1.1621271076524,1.1827731092437,1.22566514225075,1.21660181582361,1.19195849546044,1.21428571428571,1.23669467787115,1.15697048049989,1.33608107298516,1.33608107298516,1.27885862516213,1.25925925925926,1.24929971988796,1.26587962962963,1.2210118098276,1.3301620749488,1.29131652661064,1.29497051738984,1.35868572457686,1.41176470588235,1.39954075774971,1.40216848450057
"94109","San Francisco","CA","San Francisco-Oakland-Hayward","San Francisco County",8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.20560747663551,4.32978163641147,3.87388215116991,4.20454545454545,4.88668555240793,4.70911949685535,4.53266787658802,4.17256846081209,4.10261914984972,4.18181818181818,4.58548109965636,4.66666666666667,4.66666666666667,4.49248120300752,4.94269340974212,4.39230769230769,4.65381443298969,4.44444444444444,4.88668555240793,5,4.97307172289467,5.03186968838527,5,5.0375992816405,4.85714285714286,4.99772727272727,5.02832861189802,5,4.73943494262827,4.68333333333333,4.94269340974212,4.82025842178126,4.95750708215297,4.99742153578158,4.88888888888889,4.95010024594755,4.95750708215297,4.76923076923077,4.91666666666667,4.79233606479457,4.95010024594755,4.91468948107503,4.95010024594755,4.75733645115414,4.94922680412371,4.94269340974212,4.8,4.9375,4.85933503836317,4.98809523809524,4.87331514762516,4.71232876712329,4.67289719626168,4.7172469374597,4.66978193146417,4.7172469374597,4.78723404255319,4.99583333333333,4.88069414316703,4.95750708215297,4.95750708215297,4.96551724137931,5,5.06093117408907
"10016","New York","NY","New York-Newark-Jersey City","New York County",9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.2887537993921,5.28028404344194,5.23910196927518,5.26756756756757,5.26074074074074,5.29925925925926,5.26088929219601,5.31734837799718,5.33692307692308,5.37106918238994,5.33796336106178,5.34680886243386,5.30884120871284,5.3517606276227,5.35019455252918,5.31358885017422,5.30829678362573,5.30176767676768,5.27014742014742,5.28562749522652,5.28571428571429,5.23818204061659,5.34145949455792,5.33900364520049,5.22660098522168,5.33892953344362,5.23995396915126,5.17782139244403,5.21263669501823,5.15197380067269,5.28723404255319,5.33616848926691,5.38074074074074,5.35802469135802,5.41085376495126,5.41037037037037,5.42263452131377,5.33900364520049,5.30409356725146,5.25092592592593,5.22394127356666,5.23606557377049,5.2887537993921,5.33900364520049,5.35960591133005,5.35703703703704,5.37935185185185,5.43193717277487,5.40785498489426,5.4327868852459,5.40784871470712,5.4021101992966
"37013","Nashville","TN","Nashville-Davidson--Murfreesboro--Franklin","Davidson County",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.15625,1.13194444444444,1.21565934065934,1.19610752688172,1.17994505494505,1.21324599708879,1.22214285714286,1.25625,1.19866666666667,1.23626373626374,1.20521767182831,1.20138888888889,1.27053824362606
