"Date","RegionName","State","Metro","County","City","SizeRank","Zri","MoM","QoQ","YoY","ZriRecordCnt"
2018-10-31,"95823","CA","Sacramento--Roseville--Arden-Arcade","Sacramento County","Sacramento",165,1546,0.00324464633354964,0.0038961038961039,0.00585556278464541,16523
2018-10-31,"92677","CA","Los Angeles-Long Beach-Anaheim","Orange County","Laguna Niguel",166,3362,0.000893122953259899,0.00119118522930316,0.00119118522930316,24318
2018-10-31,"30040","GA","Atlanta-Sandy Springs-Roswell","Forsyth County","Cumming",167,1695,0.00118133490844654,0.000590318772136954,0.0071301247771836,19659
2018-10-31,"75056","TX","Dallas-Fort Worth-Arlington","Denton County","The Colony",168,1769,0.000565610859728507,-0.00112930547713156,-0.00506186726659168,15971
2018-10-31,"33009","FL","Miami-Fort Lauderdale-West Palm Beach","Broward County","Hallandale",169,1644,0.00121802679658952,0.000608642726719416,0.032015065913371,35649
2018-10-31,"45011","OH","Cincinnati","Butler County","Hamilton",170,1498,0.00267737617135207,0.00267737617135207,0.00334896182183523,22399
2018-10-31,"06902","CT","Bridgeport-Stamford-Norwalk","Fairfield County","Stamford",171,2272,0.00220555800617556,0.00753880266075388,-0.0236355822948002,15541
2018-10-31,"27410","NC","Greensboro-High Point","Guilford County","Greensboro",172,1414,0.00212615166548547,0.00212615166548547,-0.0146341463414634,19349
2018-10-31,"89121","NV","Las Vegas-Henderson-Paradise","Clark County","Las Vegas",173,1218,0.00412201154163232,0.00661157024793388,0.0218120805369128,17072
2018-10-31,"10028","NY","New York-Newark-Jersey City","New York County","New York",174,3353,0.00329144225014961,0.00449370880766926,-0.0195906432748538,17986
2018-10-31,"92345","CA","Riverside-San Bernardino-Ontario","San Bernardino County","Hesperia",175,1345,0.00148920327624721,0.0022354694485842,0.0150943396226415,21581
2018-10-31,"92804","CA","Los Angeles-Long Beach-Anaheim","Orange County","Anaheim",176,2646,0.0026525198938992,0.00227272727272727,-0.00263852242744063,14537
2018-10-31,"07302","NJ","New York-Newark-Jersey City","Hudson County","Jersey City",177,2563,0.0019546520719312,-0.000390015600624025,-0.0371900826446281,17123
2018-10-31,"65203","MO","Columbia","Boone County","Columbia",178,1208,0.00750625521267723,-0.0033003300330033,-0.065738592420727,19651
2018-10-31,"27587","NC","Raleigh","Wake County","Wake Forest",179,1629,0.000614250614250614,-0.000613496932515337,-0.00912408759124088,22275
2018-10-31,"47906","IN","Lafayette-West Lafayette","Tippecanoe County","West Lafayette",180,1273,0.00473559589581689,0.00315208825847124,-0.0245210727969349,12810
2018-10-31,"08753","NJ","New York-Newark-Jersey City","Ocean County","Toms River",181,1840,0.00217864923747277,0.000543773790103317,-0.0525231719876416,24423
2018-10-31,"92336","CA","Riverside-San Bernardino-Ontario","San Bernardino County","Fontana",182,2241,0.000893255917820456,0.000893255917820456,0.0237551393330288,23473
2018-10-31,"92126","CA","San Diego-Carlsbad","San Diego County","San Diego",183,2526,0.00317712470214456,0.00798084596967279,0.00798084596967279,19523
