RegionID,RegionName,StateName,SizeRank,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10
58577,02019,Massachusetts,1416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229600,232900,238200,237600,236200,239300,247600,246800,241200,240200,230700,223700,214200,227500,233200,236900,239100,242200,237900,240400,247600,258400,257700,235900,235300,230300,248300,250700,252900,258600,269e3,264500,269600,268800,290500,294800,297100,285400,286600,284400,294900,
81476,53901,Wisconsin,1417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109100,107100,112700,120700,124500,113300,96300,95300,99500,124800,120900,119200,118400,127e3,131900,123100,134800,147600,150200,136900,116400,116200,108600,119400,124900,135600,143e3,139300,
66591,20737,Maryland,1418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127800,132400,126700,133200,139100,138300,144200,137700,134600,135700,141800,138900,146200,148100,160100,160400,166200,171200,182300,184500,192400,195600,200700,197900,180500,174500,175700,192200,194100,188700,181900,206e3,216500,226500,204100,209400,212500,200300,188900,185500,204100,214600,208300,203200,194900,195100,218700,224500,230900,228200,226900,234500,222400,225800,231e3,252200,257300,252500,233600,223900,221700,211600,208800,208e3,218e3,241700,245e3,258e3,251500,244300,239700,
67117,22025,Virginia,1419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245400,252600,251800,256600,256600,256700,258700,254e3,259600,265700,275400,278400,276100,271900,269300,270500,277300,279500,279700,275200,279600,289400,282500,277400,265600,282900,272900,277800,269400,287400,
86355,64117,Missouri,1420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80900,80600,82100,83600,81800,90200,88700,87400,83300,85600,87700,78100,80900,85500,97700,100600,102700,99900,95600,93500,9e4,90700,90900,95900,99900,104600,108900,110900,115200,115900,117400,116800
99042,97038,Oregon,1421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182300,176500,171e3,182100,187800,196700,192800,190500,181800,188800,178100,185100,193800,210900,217900,222600,226600,222800,224100,225700,234600,234400,242600,237600,237700,230400,239800,238300,233600,228700,235400,245800,255700,261700,258200,252300,247200,258900,264600,269900,267200,264100,273800,279700,286200,277400,274500,284e3,281900,290200,294600,302500,306400,297400
69435,27592,North Carolina,1422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142900,146500,149800,151400,148500,143800,145500,146200,149300,150200,152100,155e3,157600,167100,164700,161900,153e3,155100,155100,158800,161100,163400,165700,163e3,166900,171e3,177700,179600,176100,179800,181200
93218,80030,Colorado,1423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134200,132e3,123300,120800,124700,133300,142800,144800,149200,148700,150300,148100,149300,153e3,151500,154600,153300,159200,161600,156600,156700,155100,169700,163600,165800,161800,171900,175600,178200,180300,179500,182600,186e3,186300,186500,188900,198800,205700,208600,206e3,205400,209900,217200,220600,221400,227900,227800,234300,232e3,235300,238e3,227600,231700,231200,241600,243200,249500,256100,261800,259400,255600,252400,258e3,264800,274600,261800,266800,271100,294e3,297900,302300,295300,288900,267600,274300,281100,298200,290400,295600
99949,98663,Washington,1424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172200,184500,187100,183200,175600,179e3,186300,191300,191800,191800,201900,212100,210400,200800,198e3,201200,211900,214e3,220800,221800,226200,227300,223e3,223600,232900,248500,246400,239800,233900,238700,244700,256700,257300,256400,253700,254200,261900,253900,263900,257300,264700,267200,266400,28e4,271200,278400,270200
74228,37188,Tennessee,1425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121200,128900,131200,145500,148400,151700,152e3,148500,150300,145800,155100,158e3,162100,155900,156900,166200,173400,171800,169400,168800,173200,168700,173900,169300,169900,169200,
