"RegionName","City","State","Metro","CountyName","SizeRank","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08","2018-09","2018-10"
"77494","Katy","TX","Houston-The Woodlands-Sugar Land","Harris County",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.777453838678329,0.797660196756182,0.797660196756182,0.825748806361605,0.841623946068766,0.821880153930731,0.796181091755574,0.794547255059726,0.809364482023767,0.846755637367694,0.80091533180778,0.861803631886734,0.846755637367694,0.784210526315789,0.822490194583513,0.815494393476045,0.833635375135919,0.837496326770497,0.815553779901436,0.814432989690722,0.785200958211339,0.778275357055402
"02155","Medford","MA","Boston-Cambridge-Newton","Middlesex County",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.04330708661417,1.03882358881805,1.11226224499852,1.06907576618977,1.0754579262975,0.989583333333333,0.998252963079505,1.03826757638683,0.988948170731707,0.943545515686197,1.027429147549,1.07438016528926,1.08251633986928,1.08259504582979,1.03736225895317,0.962985341496829,0.981827789955379,0.963275135460566,1.01725520276555,1.0507880910683
"06511","New Haven","CT","New Haven-Milford","New Haven County",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.374330121034199,0.425524674427582,0.429271300666162,0.436250377504545,0.396243029057822,0.396243029057822,0.38109287361558,0.389254385964912,0.409962916473818,0.404970813738586,0.404970813738586,0.404536222071767,0.444312796208531,0.499803998431987,0.480030721966206,0.479568195691647,0.474457105695289,0.450229486311961,0.429000429000429,0.395778364116095,0.393081761006289
"92880","Eastvale","CA","Riverside-San Bernardino-Ontario","Riverside County",4,0.682539682539683,0.692447600900745,0.698324022346369,0.713795241317231,0.695704779189353,0.711958475463137,0.708174472647135,0.720043845085728,0.707290533188248,0.699558173784978,0.702007375403561,0.709122388252222,0.693877551020408,0.689958896065766,0.695284159613059,0.683229813664596,0.678794461037198,0.699810861929208,0.714285714285714,0.697916666666667,0.699889062658936,0.688136526286815,0.692550637312615,0.68762278978389,0.693877551020408,0.695818128352706,0.693742153073533,0.69104762654801,0.700889104407821,0.69697794718214,0.714109825166215,0.7125460249474,0.715636390548967,0.710184345723784,0.709401709401709,0.708026058921471,0.736260846699974,0.720649895178197,0.72842096093385,0.725532571781414,0.751325336868617,0.71078431372549,0.751325336868617,0.741399762752076,0.725733293014817,0.722661576220344,0.72108843537415,0.740434902284613,0.753483082172306,0.751703279684255,0.746855957348349,0.742472283620926,0.729108244531688,0.788117611397393,0.759526938239159,0.766145640768513,0.794199538218213,0.744313446710373,0.766156557331909,0.772960956371852,0.763262349036594,0.784938627291493,0.7953181272509,0.814393685066227,0.811525514125523,0.798860398860399,0.787983255355824,0.788866930171278,0.815341985764743,0.789286674272952,0.78080068153891,0.796568468760117,0.810443296165352,0.813053132426935,0.812607732085693,0.81401766004415,0.834442106361247,0.818452380952381,0.835798816568047,0.845450825112118,0.840446501689722
"33178","Doral","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.31028833551769,1.2559006485672,1.26375137513751,1.28040973111396,1.28247812363405,1.30431543847708,1.37064534551685,1.33311917764215,1.33500878668204,1.32075471698113,1.3156853532481,1.34013989248744,1.33677724498375,1.27582017010936,1.24528301886792,1.33837649112598,1.30828552901539,1.29746835443038,1.30122156381037
"28173","Waxhaw","NC","Charlotte-Concord-Gastonia","Union County",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.761730039148665,0.731979736951573,0.717481623521892,0.682821749689923,0.680901143241426,0.692067313127193,0.696939454424484,0.710984339510678,0.698879722574227,0.67543547813722,0.696939454424484,0.730888158030216,0.752578453053632,0.754327930498239,0.715766395356757,0.706143515354042
"02128","Boston","MA","Boston-Cambridge-Newton","Suffolk County",7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.864307092057922,0.841476655808903,0.881057268722467,0.880131080844414,0.899280575539568,0.877926421404682,0.877926421404682,0.803858520900322,0.781641604010025,0.78252363873492,0.798296966471527,0.840913531998046,0.917655276379688,0.969134769326483,0.956388676358072,1.09471264367816,1.16273854331012,1.15078330512414,0.954251136515187,0.940635451505017,0.797268423236083
"11937","East Hampton","NY","New York-Newark-Jersey City","Suffolk County",8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.8148148148148,16.0061264271791,15,15,14.1067216981132,13.3333333333333,13.3333333333333,13.7898936170213,14,13.3333333333333,14.9074074074074,15,14.2857142857143,13.2051282051282,13.3333333333333,12.967032967033,11.5384615384615,12.5,11.7708333333333,11.7424242424242,11.3888888888889
"47408","Bloomington","IN","Bloomington","Monroe County",9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.87687687687688,1.67731629392971,1.8349618674721,1.86170212765957,1.868538647343,1.74289772727273,1.59850230414747,1.70454545454545,1.63309744148067,1.7724818112307,1.7724818112307,1.88707729468599,1.81710432509506,1.82893152927581
"02145","Somerville","MA","Boston-Cambridge-Newton","Middlesex County",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0053587489269,1.02093572690415,1.0196905766526,0.85397096498719,0.890437475803329,0.86446434084594,0.905387052965143,0.920653907496013,0.872021789496836,0.86446434084594,0.8649468892261,0.900725764644894,0.931017561977502,0.973827654050257,1.0989010989011,1.20243914955521,1.18176681324379,1.14312167166761
"02144","Somerville","MA","Boston-Cambridge-Newton","Middlesex County",11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.08794197642792,1.00644122383253,1.06969828095544,1.01152288233307,1.02972959388822,1.13004592700024,1.301846805934,1.26480418864352,1.16353998171461,1.08843957784596,1.02591792656587,1.01779252110977,1.00644122383253,1.09271523178808,1.11042566317088,1.11042566317088,1.0964591236344,1.23046592762329,1.31172839506173,1.31220886262679,1.22885412194467,1.27419433149653,1.16555273757209,1.08254397834912,1.05132621169778
"90210","Beverly Hills","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3930373618522,4.5303920065093,4.86842105263158,4.94688490047927,5.14775144837734,5.43657405406775,5.13388937664618,5.11152416356877,5.39160045402951,5.51501781774987,5.32051224914543,5.55637872277374,5.55637872277374,5.77190957190957,5.720152537401,5.44077134986226,5.70218312153796,5.7111433938386,5.75053918044572,5.92801655039066,5.77190957190957,5.49882168106834
"11968","Southampton","NY","New York-Newark-Jersey City","Suffolk County",13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.8571428571429,16.6666666666667,16.6666666666667,16.25,15.7142857142857,14.7803045111965,15.8730158730159,16.0315420560748,14.1606591143151,14.4944491359601,14.351623002142,13.671875,13.9612807148176,14.8902821316614,13.1778445502315,12.8369704749679,13.2119788608338,13.030612244898,14.1595868732301,13.8277812696417
