"RegionType","RegionName","City","State","Metro","CBSATitle","SizeRank","MarketHealthIndex","SellForGain","PrevForeclosed","ForeclosureRatio","ZHVI","MoM","YoY","ForecastYoYPctChange","StockOfREOs","NegativeEquity","Delinquency","DaysOnMarket"
"Zip","28529","Grantsboro","NC","New Bern, NC, NC","New Bern, NC",,7.42985635655793,,,,107800,0.559701492537313,10.6776180698152,0.00231910946196656,,0.0793650793650794,0,129
"Zip","28532","Havelock","NC","New Bern, NC, NC","New Bern, NC",,0.763860920928984,75,,,124100,-0.241157556270096,1.80475799835931,0.0299516518936342,,0.179201485608171,0.0207253886010363,100.5
"Zip","28539","Hubert","NC","Jacksonville, NC, NC","Jacksonville, NC",,1.24110618875017,54.55,,,133900,0.525525525525526,5.01960784313725,0.0180283793876026,,0.361917934532042,0.045859872611465,98
"Zip","28544","Midway Park","NC","Jacksonville, NC, NC","Jacksonville, NC",,0.134246207544637,0,,,97200,0.517063081695967,-3.76237623762376,0.0201131687242799,,0.294117647058823,0.107692307692308,81
"Zip","28546","Jacksonville","NC","Jacksonville, NC, NC","Jacksonville, NC",,1.21090079205262,50,,,132800,0.835231586940015,6.58105939004815,0.0208659638554216,,0.329311304993503,0.04847801578354,74
"Zip","28551","La Grange","NC","Kinston, NC, NC","Kinston, NC",,7.88159484494563,100,,,102500,0.885826771653543,14.1425389755011,-0.0139121951219512,,0.0881147540983607,0.0232558139534884,114.5
"Zip","28560","New Bern","NC","New Bern, NC, NC","New Bern, NC",,1.05853134648946,88.89,,,136800,-0.0730460189919649,6.70826833073323,0.0141520467836258,,0.115680374456703,0.0433526011560694,91
"Zip","28562","New Bern","NC","New Bern, NC, NC","New Bern, NC",,0.593368237347295,80.56,,,172500,0.0580046403712297,5.18292682926829,0.018863768115942,,0.0969637610186092,0.0404040404040404,81
"Zip","28571","Oriental","NC","New Bern, NC, NC","New Bern, NC",,3.91663310511478,,,,243300,0.412711514651259,-1.53783893160664,0.00575421290587741,,0.0705882352941176,0,129
"Zip","28572","Pink Hill","NC",,,,8.0312793663579,,,,84500,1.19760479041916,14.0350877192982,0.0138224852071005,,0.117886178861789,0,
"Zip","28574","Richlands","NC","Jacksonville, NC, NC","Jacksonville, NC",,0.0865888038662908,44.44,,,135100,0,6.54574132492113,-0.00146558105107331,,0.371342512908778,0.0440324449594438,64
"Zip","28584","Swansboro","NC","Jacksonville, NC, NC","Jacksonville, NC",,3.13464894616727,66.67,,,235500,0.426439232409382,10.6153123532175,0.00202972399150747,,0.128040973111396,0.015,101
"Zip","28586","Vanceboro","NC","New Bern, NC, NC","New Bern, NC",,2.80373204456974,100,,,92300,-1.28342245989305,6.33640552995392,0.0440411700975081,,0.110769230769231,0.0277777777777778,89
"Zip","28590","Winterville","NC","Greenville, NC, NC","Greenville, NC",,0.453080950463149,75,,,152600,-0.391644908616188,2.83018867924528,,,0.104135148764498,0.0314769975786925,83
"Zip","28601","Hickory","NC","Hickory, NC, NC","Hickory, NC",,6.09612028460196,90,,,156100,0.904977375565611,8.85634588563459,0.0556566303651505,,0.0689413823272091,0.0203045685279188,62.5
"Zip","28602","Hickory","NC","Hickory, NC, NC","Hickory, NC",,4.42207007652034,90.91,,,114000,0.617828773168579,5.84958217270195,0.0707105263157894,,0.0922664624808576,0.029045643153527,66
"Zip","28604","Banner Elk","NC","Boone, NC, NC","Boone, NC",,0.424218015841053,0,,,219500,0.688073394495413,-1.5695067264574,0.0176264236902051,,0.0772946859903382,0.03125,90
"Zip","28605","Blowing Rock","NC","Boone, NC, NC","Boone, NC",,0.994093166868036,,,,339600,0.652045050385299,-5.13966480446927,0.00693168433451108,,0.0776255707762557,0.0588235294117647,110
"Zip","28607","Boone","NC","Boone, NC, NC","Boone, NC",,0.82427171432407,,,,234900,0.599571734475375,-2.73291925465838,0.0101106853980417,,0.0819672131147541,0.0344827586206897,87
"Zip","28609","Catawba","NC","Hickory, NC, NC","Hickory, NC",,6.36729762384213,100,,,143800,0.912280701754386,14.6730462519936,0.0393810848400555,,0.0885826771653543,0.0888888888888889,77.5
"Zip","28610","Claremont","NC","Hickory, NC, NC","Hickory, NC",,4.64559001208216,,,,114200,0.263388937664618,5.15653775322284,0.071830122591944,,0.0774111675126904,0.0327868852459016,77.5
"Zip","28611","Collettsville","NC","Hickory, NC, NC","Hickory, NC",,2.32850046986173,,,,74500,-0.534045393858478,5.52407932011331,0.126953020134228,,0.189189189189189,0,62
"Zip","28613","Conover","NC","Hickory, NC, NC","Hickory, NC",,9.31131695529601,100,,,138200,1.76730486008837,12.8163265306122,0.0676338639652678,,0.0731889469753547,0.0408163265306122,81
"Zip","28615","Creston","NC",,,,0.227547321788159,,,,89700,-0.443951165371809,-0.664451827242525,0.0172798216276477,,0.113924050632911,0,73
"Zip","28617","Crumpler","NC",,,,1.40220163780373,,,,121600,0.912863070539419,7.80141843971631,0.0248519736842105,,0.162162162162162,0.0416666666666667,73
"Zip","28618","Deep Gap","NC","Boone, NC, NC","Boone, NC",,0.0724929520741039,,,,185700,0.107816711590297,1.3646288209607,-0.0175336564351104,,0.118012422360248,0.0526315789473684,99
"Zip","28625","Statesville","NC","Charlotte, NC, NC","Charlotte, NC",,5.51013558866962,76.67,0.0189,0,153000,0.99009900990099,8.05084745762712,0.102300653594771,,0.0514342235410485,0.0384615384615385,67
"Zip","28626","Fleetwood","NC",,,,5.72023090347698,,,,193700,0.990615224191867,8.2122905027933,0.031672689726381,,0.0846774193548387,0,73
"Zip","28630","Granite Falls","NC","Hickory, NC, NC","Hickory, NC",,3.75419519398577,100,,,114700,0.879507475813544,0.174672489082969,0.0523975588491719,,0.0876338851022395,0.0166666666666667,54
"Zip","28634","Harmony","NC","Charlotte, NC, NC","Charlotte, NC",,9.43146731104846,100,,,121000,5.03472222222222,10.4014598540146,0.18201652892562,,0.124600638977636,0,73
"Zip","28636","Hiddenite","NC","Hickory, NC, NC","Hickory, NC",,3.62934622096926,,,,125100,1.05008077544426,1.29554655870445,0.0805515587529977,,0.11864406779661,0.0357142857142857,71
"Zip","28638","Hudson","NC","Hickory, NC, NC","Hickory, NC",,1.89555645053027,83.33,,,112000,0.81008100810081,-3.69733447979364,0.0558035714285714,,0.089540412044374,0.0265486725663717,62
"Zip","28640","Jefferson","NC",,,,1.6156531077997,0,,,159400,0.56782334384858,3.77604166666667,0.0221643663739022,,0.0714285714285714,0,73
"Zip","28643","Lansing","NC",,,,1.13572291582763,,,,80600,0.124223602484472,7.18085106382979,0.0294044665012407,,0.25,0,73
"Zip","28644","Laurel Springs","NC",,,,1.23305141629749,,,,118800,0.422654268808115,0.848896434634975,0.0140488215488215,,0.0916666666666667,0,73
"Zip","28645","Lenoir","NC","Hickory, NC, NC","Hickory, NC",,1.1001476708283,80,,,91200,0.551267916207277,-2.97872340425532,0.063453947368421,,0.119030124908156,0.0411522633744856,69.5
"Zip","28650","Maiden","NC","Hickory, NC, NC","Hickory, NC",,5.05369848301785,80,,,133800,0.828937452901281,15.8441558441558,0.0465620328849028,,0.079428117553614,0.03,61
"Zip","28658","Newton","NC","Hickory, NC, NC","Hickory, NC",,7.72855416834474,80,,,121800,0.661157024793388,9.63096309630963,0.0652380952380953,,0.0848263254113346,0.021551724137931,93
"Zip","28660","Olin","NC","Charlotte, NC, NC","Charlotte, NC",,8.64814069002551,66.67,,,159200,2.84237726098191,10.1730103806228,0.111790201005025,,0.0961538461538462,0,73
"Zip","28673","Sherrills Ford","NC","Hickory, NC, NC","Hickory, NC",,1.95596724392536,75,,,330900,-0.12073649260489,0.914913083257091,0.0083408884859475,,0.0466582597730139,0,98
"Zip","28677","Statesville","NC","Charlotte, NC, NC","Charlotte, NC",,4.88186333736072,89.29,0.04,1.77,131800,0.841622035195103,12.1702127659574,0.0921547799696509,,0.0647078243644767,0.0408163265306122,72
"Zip","28678","Stony Point","NC","Charlotte, NC, NC","Charlotte, NC",,8.96429050879313,100,,,148100,1.23034859876965,5.33428165007112,0.105935178933153,,0.0833333333333333,0,73
"Zip","28679","Sugar Grove","NC","Boone, NC, NC","Boone, NC",,1.01288763592429,,,,197400,0,-3.70731707317073,-0.00837386018237085,,0.0704225352112676,0,99
"Zip","28681","Taylorsville","NC","Hickory, NC, NC","Hickory, NC",,6.96402201637804,100,,,145200,0.903405142460042,4.08602150537634,0.0677479338842975,,0.0641163793103448,0.0252100840336134,75
"Zip","28682","Terrell","NC","Hickory, NC, NC","Hickory, NC",,6.45992750704793,100,,,512500,-0.272426542128819,5.56127703398558,0.0410634146341464,,0.0342465753424658,0,77.5
"Zip","28684","Todd","NC",,,,2.74600617532555,,,,190800,0.739176346356917,-0.831600831600832,0.0461373165618448,,0.10738255033557,0,73
"Zip","28689","Union Grove","NC","Charlotte, NC, NC","Charlotte, NC",,8.4279769096523,,,,153000,3.94021739130435,16.0849772382398,0.111084967320261,,0.113821138211382,0.0714285714285714,73
"Zip","28692","Vilas","NC","Boone, NC, NC","Boone, NC",,1.9136796885488,,,,203700,0.443786982248521,-4.41107461285781,0.0131958762886597,,0.0878378378378378,0,99
"Zip","28694","West Jefferson","NC",,,,2.42515773929386,100,,,153500,0.523903077930583,5.28120713305898,0.0171856677524429,,0.106969205834684,0.0151515151515152,73
"Zip","28698","Zionville","NC","Boone, NC, NC","Boone, NC",,1.4505302725198,,,,171100,0.410798122065728,-4.89160644802668,0.0111981297486849,,0.104575163398693,0,99
"Zip","28701","Alexander","NC","Asheville, NC, NC","Asheville, NC",,7.59967780910189,100,,,255100,0.157047506870828,0.35405192761605,0.0639984319874558,,0.0422077922077922,0,79
"Zip","28704","Arden","NC","Asheville, NC, NC","Asheville, NC",,5.87461404215331,85.71,,,271900,0.110456553755523,4.37619961612284,0.0439021699154101,,0.0342275670675301,0,75.5
"Zip","28709","Barnardsville","NC","Asheville, NC, NC","Asheville, NC",,6.43777688280306,100,,,239200,-0.623182384711259,2.3972602739726,0.0517098662207358,,0.0437956204379562,0,79
"Zip","28711","Black Mountain","NC","Asheville, NC, NC","Asheville, NC",,6.86065243656867,100,,,268900,-0.185597624350408,7.51699320271891,0.0390851617701748,,0.0371075166508087,0,77
"Zip","28712","Brevard","NC","Brevard, NC, NC","Brevard, NC",,3.92267418445429,85.71,,,216600,0.32422417786012,4.3855421686747,0.0327516158818097,,0.0520297312750143,0.032967032967033,105
"Zip","28713","Bryson City","NC",,,,3.9085783326621,100,,,147900,0.886766712141883,9.07079646017699,0.022839756592292,,0.142857142857143,0.0731707317073171,115
"Zip","28715","Candler","NC","Asheville, NC, NC","Asheville, NC",,7.38018525976641,100,,,234000,0.429184549356223,1.07991360691145,0.0431965811965811,,0.0401985111662531,0,78.5
"Zip","28721","Clyde","NC","Asheville, NC, NC","Asheville, NC",,4.89394549603974,92.31,,,126500,-0.4720692368214,16.1616161616162,0.0741106719367588,,0.0995525727069351,0.0224719101123595,91
"Zip","28722","Columbus","NC",,,,4.95838367566116,,,,217400,-0.183654729109275,3.42530922930542,0.0386798528058878,,0.0643382352941176,0,105.5
"Zip","28723","Cullowhee","NC","Cullowhee, NC, NC","Cullowhee, NC",,5.98536716337763,,,,192100,0.945874934314241,7.07915273132665,0.0172514315460697,,0.1,0,116
"Zip","28726","East Flat Rock","NC","Asheville, NC, NC","Asheville, NC",,9.33816619680494,,,,169300,1.74278846153846,8.66495507060334,0.0868635558180744,,0.0531914893617021,0,64
"Zip","28729","Etowah","NC","Asheville, NC, NC","Asheville, NC",,6.57000939723453,,,,246000,0.0406669377795852,9.87047789191603,0.038479674796748,,0.0230769230769231,0,64
"Zip","28730","Fairview","NC","Asheville, NC, NC","Asheville, NC",,9.00792052624513,100,,,339400,0.562962962962963,7.95165394402036,0.0345492044784914,,0.0388888888888889,0,79
"Zip","28731","Flat Rock","NC","Asheville, NC, NC","Asheville, NC",,5.41414955027521,,,,3e+05,0.50251256281407,11.1111111111111,0.0456333333333334,,0.0272988505747126,0.0526315789473684,62
"Zip","28732","Fletcher","NC","Asheville, NC, NC","Asheville, NC",,3.67901731776077,66.67,,,268700,0.223797090637822,8.25946817082998,0.0384145887606997,,0.0419056021173357,0.0105263157894737,53
"Zip","28734","Franklin","NC",,,,1.31427037186199,,,,145900,0.343878954607978,1.17891816920943,-0.000137080191912275,,0.0976766239924135,0.0339805825242718,111
"Zip","28739","Hendersonville","NC","Asheville, NC, NC","Asheville, NC",,6.71298160826957,,,,262200,0.19105846388995,7.45901639344262,0.04511060259344,,0.035901573215006,0,73.5
"Zip","28741","Highlands","NC",,,,2.71177339240166,,,,420800,0.118962645729241,2.06160562697065,-0.00600285171102666,,0.0506912442396313,0,161
"Zip","28742","Horse Shoe","NC","Asheville, NC, NC","Asheville, NC",,5.42421801584105,,,,268800,-0.0743494423791822,6.96378830083566,0.0405691964285715,,0.0202702702702703,0,64
"Zip","28743","Hot Springs","NC","Asheville, NC, NC","Asheville, NC",,9.39253591086052,,,,177900,1.07954545454545,12.5949367088608,0.144665542439573,,0.0588235294117647,0,73
"Zip","28746","Lake Lure","NC","Forest City, NC, NC","Forest City, NC",,8.4742918512552,100,,,283300,0.89031339031339,6.66415662650602,0.00915990116484289,,0.0658436213991769,0,172
"Zip","28747","Lake Toxaway","NC","Brevard, NC, NC","Brevard, NC",,9.30661833803195,100,,,240700,1.00713386487621,11.3320999074931,0.0338304943913585,,0.0598290598290598,0,108
"Zip","28748","Leicester","NC","Asheville, NC, NC","Asheville, NC",,8.03195059739562,100,,,251000,0.924809006835545,2.53267973856209,0.0826693227091633,,0.0440729483282675,0.0689655172413793,162.5
"Zip","28754","Mars Hill","NC","Asheville, NC, NC","Asheville, NC",,7.29225399382467,,,,212000,1.43540669856459,7.72357723577236,0.112047169811321,,0.0709534368070953,0.03125,73
"Zip","28756","Lake Lure","NC","Forest City, NC, NC","Forest City, NC",,1.81500872600349,,,,152100,0,1.33244503664224,-0.0466403681788298,,0.122727272727273,0,162
"Zip","28757","Montreat","NC","Asheville, NC, NC","Asheville, NC",,8.15142972211035,100,,,398200,1.16869918699187,4.26813301911495,0.0479784028126569,,,,79
"Zip","28763","Otto","NC",,,,1.57403678346087,,,,154600,0.454840805717999,0.129533678756477,0.026934023285899,,0.0588235294117647,0.153846153846154,115
"Zip","28768","Pisgah Forest","NC","Brevard, NC, NC","Brevard, NC",,6.07732581554571,100,,,227200,0.530973451327434,3.60237118103055,0.0315845070422536,,0.0450581395348837,0.032258064516129,108
"Zip","28772","Brevard","NC","Brevard, NC, NC","Brevard, NC",,4.53886427708417,100,,,144700,0.0691562932226833,0.766016713091922,0.0669799585348998,,,,105
"Zip","28775","Scaly Mountain","NC",,,,4.51671365283931,,,,223700,1.35931128228364,3.13508529276164,0.0219937416182387,,0.148148148148148,0,115
"Zip","28778","Swannanoa","NC","Asheville, NC, NC","Asheville, NC",,6.43240703450128,100,,,223100,-0.490633363068689,0.767841011743451,0.0464545047064098,,0.028436018957346,0,79
"Zip","28779","Sylva","NC","Cullowhee, NC, NC","Cullowhee, NC",,1.9687206336421,85.71,,,159200,1.01522842639594,3.78096479791395,0.0335050251256281,,0.0988296488946684,0.0263157894736842,84
"Zip","28782","Tryon","NC",,,,2.13317223788428,,,,228100,-0.479930191972077,1.83035714285714,0.028855765015344,,0.0752688172043011,0.0204081632653061,105.5
"Zip","28783","Tuckasegee","NC","Cullowhee, NC, NC","Cullowhee, NC",,7.3103772318432,100,,,153300,1.79282868525896,8.1863091037403,0.0331702544031311,,0.147058823529412,0,116
"Zip","28786","Waynesville","NC","Asheville, NC, NC","Asheville, NC",,3.48973016512284,91.67,,,128700,-1.98019801980198,16.260162601626,0.0617793317793318,,0.106710671067107,0.0154639175257732,76
"Zip","28787","Weaverville","NC","Asheville, NC, NC","Asheville, NC",,7.5157739293865,94.44,,,291400,0.13745704467354,3.77492877492877,0.0508133150308854,,0.0305232558139535,0,92
"Zip","28789","Whittier","NC","Cullowhee, NC, NC","Cullowhee, NC",,5.59471069942274,100,,,153000,1.39165009940358,2.27272727272727,0.0393202614379085,,0.142156862745098,0,116
"Zip","28791","Hendersonville","NC","Asheville, NC, NC","Asheville, NC",,7.46543160155726,,,,251100,0.159553250897487,9.1264667535854,0.0477021107128635,,0.0282828282828283,0,65
"Zip","28792","Hendersonville","NC","Asheville, NC, NC","Asheville, NC",,5.94979191837831,,,,216800,0.509967547519703,15.0743099787686,0.0430073800738007,,0.0364700585321927,0.0493827160493827,60
"Zip","28801","Asheville","NC","Asheville, NC, NC","Asheville, NC",,5.46986172640623,92.86,,,338400,-0.26525198938992,5.91549295774648,0.0525177304964539,,0.0386363636363636,0.0294117647058824,71.5
"Zip","28803","Asheville","NC","Asheville, NC, NC","Asheville, NC",,5.72828567592965,80,,,285300,0.387051372273047,4.77414616232097,0.0402243252716439,,0.036101083032491,0,69
"Zip","28804","Asheville","NC","Asheville, NC, NC","Asheville, NC",,6.39011947912471,95.83,,,383700,0.156617071260767,1.32030631106417,0.0305863956215793,,0.0340664079344545,0,86
"Zip","28805","Asheville","NC","Asheville, NC, NC","Asheville, NC",,7.04456974090482,95.24,,,280400,-0.0712758374910905,3.20206109679794,0.0361055634807419,,0.0308324768756423,0,89
"Zip","28806","Asheville","NC","Asheville, NC, NC","Asheville, NC",,6.84655658477648,95.12,,,248000,0.649350649350649,4.5972163644032,0.0563750000000001,,0.0468108404051465,0.00584795321637427,57
"Zip","28901","Andrews","NC",,,,0.217478856222312,,,,115000,0.87719298245614,3.04659498207885,0.00486086956521747,,0.153846153846154,0.125,76
"Zip","28904","Hayesville","NC",,,,5.97328500469862,70,,,169200,1.25673249551167,13.1016042780749,0.0502482269503546,,0.0834670947030498,0.0384615384615385,109.5
"Zip","28905","Marble","NC",,,,0.940394683850181,,,,145200,1.89473684210526,3.78842030021444,-0.00334710743801658,,0.0973451327433628,0.0909090909090909,76
"Zip","28906","Murphy","NC",,,,0.446368640085918,50,,,149500,1.15020297699594,2.89057123193393,0.00406020066889634,,0.0934645115952214,0.0601503759398496,74
"Zip","29001","Alcolu","SC",,,,4.72345281245805,,,,91900,0.327510917030568,10.4567307692308,0.0550707290533188,,0.144736842105263,0,86
"Zip","29006","Batesburg-Leesville","SC","Columbia, SC, SC","Columbia, SC",,3.1964022016378,100,0,0,80200,0.375469336670839,12.0111731843575,-0.0177930174563591,,0.160902255639098,0.0373831775700935,69
"Zip","29016","Blythewood","SC","Columbia, SC, SC","Columbia, SC",,0.873942811115586,64.29,0,1.4,235500,0.212765957446809,1.07296137339056,0.0351082802547771,,0.140662251655629,0.0508474576271186,98
"Zip","29018","Bowman","SC","Orangeburg, SC, SC","Orangeburg, SC",,2.2466102832595,,,,51700,1.57170923379175,7.03933747412008,0.0132301740812379,,0.262135922330097,0.037037037037037,110
"Zip","29020","Camden","SC","Columbia, SC, SC","Columbia, SC",,8.76627735266479,,,0,108500,1.30718954248366,10.8273748723187,0.0720921658986176,,0.154166666666667,0.027027027027027,137
"Zip","29033","Cayce","SC","Columbia, SC, SC","Columbia, SC",,2.13719962411062,100,0,0,112500,0.178094390026714,7.6555023923445,0.0178666666666667,,0.0997920997920998,0.0555555555555556,56
"Zip","29036","Chapin","SC","Columbia, SC, SC","Columbia, SC",,5.2664787219761,81.82,0,0,,,,,,0.0827686350435624,0.0292397660818713,95
"Zip","29038","Cope","SC","Orangeburg, SC, SC","Orangeburg, SC",,4.12135857162035,,,,79700,0.377833753148615,14.5114942528736,-0.0324717691342534,,0.131868131868132,0,110
"Zip","29039","Cordova","SC","Orangeburg, SC, SC","Orangeburg, SC",,0.724258289703316,100,,,74000,0.13531799729364,0.680272108843537,-0.0082837837837838,,0.0613496932515337,0.2,110
"Zip","29040","Dalzell","SC","Sumter, SC, SC","Sumter, SC",,0.952476842529199,85.71,,,107200,0.468603561387066,7.09290709290709,0.0142910447761193,,0.194290245836638,0.0571428571428571,87
"Zip","29045","Elgin","SC","Columbia, SC, SC","Columbia, SC",,2.38488387703047,62.5,0.0351,1.32,159900,1.07458912768647,7.171581769437,0.05317698561601,,0.123302552960348,0.0506607929515418,85
"Zip","29047","Elloree","SC","Orangeburg, SC, SC","Orangeburg, SC",,1.77003624647604,100,,,77800,0,5.70652173913043,-0.0189845758354755,,0.172661870503597,0,110
"Zip","29048","Eutawville","SC","Orangeburg, SC, SC","Orangeburg, SC",,5.27721841857968,100,,,108700,1.11627906976744,20.9121245828699,0.0236338546458141,,0.148648648648649,0.0454545454545455,110
"Zip","29053","Gaston","SC","Columbia, SC, SC","Columbia, SC",,0.151026983487716,83.33,,0,,,,,,0.300658978583196,0.0821917808219178,57.5
"Zip","29054","Gilbert","SC","Columbia, SC, SC","Columbia, SC",,5.26983487716472,100,0,0,144500,0.416956219596942,13.4222919937206,0.00271280276816599,,0.12531328320802,0.00666666666666667,69
"Zip","29061","Hopkins","SC","Columbia, SC, SC","Columbia, SC",,3.15478587729897,100,0,0,109400,0.643974241030359,11.5188583078491,-0.00221206581352829,,0.246079613992762,0.0588235294117647,74
"Zip","29063","Irmo","SC","Columbia, SC, SC","Columbia, SC",,0.417505705463821,69.57,0.0253,0.78,152900,0.262295081967213,4.29740791268759,0.0280771746239372,,0.0950093408059781,0.0533707865168539,61
"Zip","29067","Kershaw","SC","Charlotte, NC, NC","Charlotte, NC",,3.85420861860652,100,0,0,,,,,,0.241214057507987,0.0331125827814569,75
"Zip","29069","Lamar","SC","Florence, SC, SC","Florence, SC",,0.747751376023627,,,,52300,0.383877159309021,-8.08435852372583,0.0339770554493308,,0.238095238095238,0.06,102
"Zip","29070","Batesburg-Leesville","SC","Columbia, SC, SC","Columbia, SC",,1.14914753658209,100,0,1.83,106400,0.662251655629139,-0.931098696461825,0.00989661654135343,,0.191760299625468,0.0390625,69
"Zip","29072","Lexington","SC","Columbia, SC, SC","Columbia, SC",,1.46731104846288,85.71,0,0.99,205800,0,5.16096065406234,0.0167249757045675,,0.0842233464493161,0.0333704115684093,71
"Zip","29073","Lexington","SC","Columbia, SC, SC","Columbia, SC",,0.9148879044167,88.89,0.0143,0.65,134400,0.373412994772218,7.09163346613546,0.0239657738095238,,0.112113223255169,0.0643564356435643,58
"Zip","29075","Little Mountain","SC","Newberry, SC, SC","Newberry, SC",,2.43119881863337,,,,179800,0.167130919220056,4.05092592592593,0.0362180200222468,,0.0779220779220779,0,74
"Zip","29078","Lugoff","SC","Columbia, SC, SC","Columbia, SC",,6.83380319505974,,0,0,138400,1.54071900220103,7.87217459080281,0.0600144508670519,,0.100184672206833,0.0414746543778802,79
"Zip","29102","Manning","SC",,,,2.18485702778896,100,,,111400,0.36036036036036,5.69259962049336,0.0529174147217235,,0.116533864541833,0.0512820512820513,86
"Zip","29107","Neeses","SC","Orangeburg, SC, SC","Orangeburg, SC",,2.43455497382199,100,,,51800,0.778210116731518,9.05263157894737,-0.000849420849420857,,0.16304347826087,0.0666666666666667,110
"Zip","29108","Newberry","SC","Newberry, SC, SC","Newberry, SC",,0.49738219895288,,,,77500,0,5.15603799185889,0.0605032258064515,,0.139553429027113,0.0571428571428571,74
"Zip","29112","North","SC","Orangeburg, SC, SC","Orangeburg, SC",,0.463149416028997,0,,,52600,0.766283524904214,9.81210855949896,-0.0107604562737642,,0.254545454545455,0.119047619047619,110
"Zip","29115","Orangeburg","SC","Orangeburg, SC, SC","Orangeburg, SC",,0.5269163646127,100,,,64500,-0.921658986175115,-0.769230769230769,-0.092031007751938,,0.132090132090132,0.0941176470588235,174
"Zip","29118","Orangeburg","SC","Orangeburg, SC, SC","Orangeburg, SC",,1.96737817156665,80,,,147700,0.135593220338983,7.10659898477157,0.000121868652674273,,0.0732034922766958,0.0917431192660551,150.5
"Zip","29123","Pelion","SC","Columbia, SC, SC","Columbia, SC",,2.95677272117063,100,0,0,,,,,,0.370813397129187,0.0258064516129032,69
"Zip","29125","Pinewood","SC",,,,4.37776882803061,,,,32200,3.87096774193548,28.8,,,0.284090909090909,0.04,86
"Zip","29126","Pomaria","SC","Newberry, SC, SC","Newberry, SC",,0.0798764934890589,,,,135200,-0.515084621044886,-0.22140221402214,0.0337869822485206,,0.0950226244343891,0.0476190476190476,74
"Zip","29127","Prosperity","SC","Newberry, SC, SC","Newberry, SC",,4.94563028594442,,,,167900,0.719856028794241,6.1314791403287,0.0577248362120311,,0.0935093509350935,0.0117647058823529,74
"Zip","29130","Ridgeway","SC","Columbia, SC, SC","Columbia, SC",,4.01731776077326,,0,0,101700,1.29482071713147,5.27950310559006,0.0296951819075713,,0.229755178907721,0.0163934426229508,73
"Zip","29135","Saint Matthews","SC","Columbia, SC, SC","Columbia, SC",,2.50033561551886,100,0,0,,,,,,0.161111111111111,0.0574712643678161,73
"Zip","29138","Saluda","SC","Columbia, SC, SC","Columbia, SC",,1.51563968317895,,0,0,,,,,,0.134724857685009,0.0704225352112676,73
"Zip","29142","Santee","SC","Orangeburg, SC, SC","Orangeburg, SC",,0.22351993556182,75,,,121300,0,5.93886462882096,0.00219291014014833,,0.101522842639594,0.1,110
"Zip","29148","Summerton","SC",,,,4.0676600886025,100,,,147700,0.61307901907357,9.81412639405204,0.0447799593771159,,0.135802469135802,0.0303030303030303,86
"Zip","29154","Sumter","SC","Sumter, SC, SC","Sumter, SC",,0.275204725466506,71.43,,,117400,0.170648464163823,2.89219982471516,0.031320272572402,,0.147449842881315,0.0344262295081967,78.5
"Zip","29160","Swansea","SC","Columbia, SC, SC","Columbia, SC",,1.85461135722916,100,0,0,,,,,,0.342857142857143,0.0572916666666667,69
"Zip","29161","Timmonsville","SC","Florence, SC, SC","Florence, SC",,0.0349040139616056,,,,70300,-0.283687943262411,-3.30123796423659,-0.0123186344238976,,0.174852652259332,0.0786516853932584,82
"Zip","29162","Turbeville","SC",,,,1.28674989931534,100,,,73900,0.407608695652174,3.2122905027933,0.072192151556157,,0.261904761904762,0.0606060606060606,86
"Zip","29163","Vance","SC","Orangeburg, SC, SC","Orangeburg, SC",,2.30366492146597,100,,,77700,-0.512163892445583,14.4329896907216,-0.0402316602316602,,,,110
"Zip","29169","West Columbia","SC","Columbia, SC, SC","Columbia, SC",,1.04040810847094,77.78,0,1.46,130500,0.0766871165644172,6.35696821515892,0.0243065134099616,,0.106010016694491,0.0275590551181102,68.5
"Zip","29170","Oak Grove","SC","Columbia, SC, SC","Columbia, SC",,1.0249697946033,85.71,0.0213,1.33,132100,0.379939209726444,7.13706407137064,0.0194700984102951,,0.0979739106300305,0.056657223796034,67
"Zip","29172","Pineridge","SC","Columbia, SC, SC","Columbia, SC",,3.47764800644382,100,0,0,122700,0.491400491400491,14.8876404494382,-0.0178076609616952,,0.135802469135802,0.0578512396694215,69
"Zip","29178","Whitmire","SC","Newberry, SC, SC","Newberry, SC",,0.218150087260035,,,,24800,0.404858299595142,2.05761316872428,,,0.235294117647059,0.025,74
"Zip","29180","Winnsboro","SC","Columbia, SC, SC","Columbia, SC",,3.38233319908713,,0,0,45500,0.441501103752759,4.11899313501144,0.0973626373626373,,0.214285714285714,0.0404040404040404,73
"Zip","29201","Columbia","SC","Columbia, SC, SC","Columbia, SC",,2.41643173580346,85,0.0238,0,150600,0.466977985323549,5.46218487394958,0.0352058432934927,,0.179856115107914,0.00888888888888889,74.5
"Zip","29203","Columbia","SC","Columbia, SC, SC","Columbia, SC",,0.0167807759430796,66.67,,1.68,,,,,,0.27124833997344,0.0746634026927784,71
"Zip","29204","Columbia","SC","Columbia, SC, SC","Columbia, SC",,0.688683044703987,76.92,0.0698,1.59,105100,0.382043935052531,7.4642126789366,0.0328163653663178,,0.179498460184778,0.0367647058823529,74
"Zip","29205","Columbia","SC","Columbia, SC, SC","Columbia, SC",,4.26365955161767,71.43,0.04,0,196600,0.924024640657084,10.0783874580067,0.0566531027466939,,0.143994902835298,0.0132743362831858,73
